"","X...","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"1085",4,"SIA/UP/THE/28221/2018","4395","Establishment of proposed Captive Co generation Power Plant of capacity 36 MW (18 MW X 02) within existing premises of Star Paper Mills Limited at Saharanpur, B.D. Bajoria Road, District: Saharanpur o","STAR PAPERS MILLS LIMITED","EC Granted","EC",NA
"1086",5,"SIA/UP/MIN/132202/2019","5380","Ordinary Earth (Clay) mining to be used in Brick Kiln M/s R. S. Brick Field from Gata No. 455, 526, 908, 916, 387 Village- Madhavpur & Chandapur, Tehsil- Sadar, District- Sultanpur, Uttar Pradesh","M/S R. S. BRICK FIELD","EC Granted","EC",NA
"1087",6,"SIA/UP/MIN/132312/2019","","Halalpur (Gata No. 105AB, 62A, 62B & 63) Brick earth (soil) mining project.","HANUMAN BRICK FIELD","Delisted","EC",NA
"1088",7,"SIA/UP/MIN/133258/2019","5339","Proposed “SoilExcavation” Project at GataNo. –873, 1029, 1197, Village- Dharurahara, Tehsil- Mohanlalganj, District- Lucknow, Uttar Pradesh.","SHRI AMBER","EC Granted","EC",NA
"1089",8,"SIA/UP/MIN/250929/2022","6861","Environmental clearance for sand/Morrum mining from river bed of Baghain, at Gata No. 190/2, Area – 1.391 ha. (3.44 Acres) at Village – Lamiyari, Tehsil - Rajapur, District - Chitrakoot, Uttar Pradesh of M/s Avdhesh Tripathi Contractor","M/S  AVDHESH TRIPATHI CONTRACTOR","EC Granted","EC",NA
"1090",7,"SIA/UP/MIN/247783/2021","6848","Red Morrum Mining (by the weathering of stony rocks)","NEELAM BARONIA","EC Granted","EC",NA
"1091",10,"SIA/UP/MIN/36947/2019","4850","AREA- 0.291 HA ON KALI RIVER FOR ORDINARY SAND MINING PROJECT AT KHAND NO./GATA NO-04 VILLAGE-KISHANPUR TEHSIL-KURAVALI , DISTRICT- MAINPURI(U.P)","M/S KAIMS INFRA DEVELOPERS","Delisted","EC",NA
"1092",1,"SIA/UP/IND/69620/2020","","Proposed Cement Grinding Unit of 1200 TPD of M/s Chunar Churk Cement Ltd.proposed at Plot No. : B-10, Ramnagar Industrial Area- I, Village: Patana, Tehsil:Mughal Sarai, District: Chandauli State: U.P.","CHUNAR CEMENT","WithdrawEC","EC",NA
"1093",2,"SIA/UP/MIN/265905/2022","7039","ordinary earth mine at village shahpur tehsil nawabganj barabanki","MOHAMMAD WAHID","EC Granted","EC",NA
"1094",8,"SIA/UP/MIN/35622/2019","","Imarati Patthar, Khanda, Gitti, Boulder Mining Project in Gata No 339, Khand No 04, Village Deherra, Tehsil & District Mahoba (Area : 1.619 Ha).","MALTI MISHRA","Delisted","EC",NA
"1095",10,"SIA/UP/MIN/75941/2021","7060-6601","Building Stone (Khanda, Boulder, Bailast (Gitti))","ISHWAR SHARAN GUPTA","EC Granted","EC",NA
"1096",5,"SIA/UP/IND/83146/2019","","","SELF REGISTRATION","WithdrawEC","EC",NA
"1097",6,"SIA/UP/MIN/31647/2019","","Proposed “Brick Earth Mining” Project at Gata No. 1066, 719 Village: Badhwa, Post: Wazirganj, Tehsil: Tarabganj, District: Gonda (U.P.), Total Area 2.826 Ha. M/s A.K.U. Brick Field","M/S A.K.U. BRICK FIELD","Delisted","EC",NA
"1098",7,"SIA/UP/MIN/31663/2019","4689","Building Stone, Khandas & Gitti, Boulder Mining Project","VINAY KUMAR RAI","EC Granted","EC",NA
"1099",8,"SIA/UP/MIN/32192/2019","","SOIL BRICK MINE    VILLAGE- BADKA (BADAUT), HILWADI (GATA NO.48,325,348,38,37)","MS SHRI SHYAM BHATTA CO","Delisted","EC",NA
"1100",9,"SIA/UP/MIN/147716/2020","5590","Area: 4.20 Ha Badkala Ra  River(Seasonal or Non Perennial River) Sand/Bajari /Boulder Mining Project at Gata No- 8/1, 19, 22 Village - Haiderpur Hinduwala, Tehsil-Behat, District- Saharanpur U.P.","M/S SHAKUMBARI MINES","EC Granted","EC",NA
"1101",10,"SIA/UP/MIN/215451/2021","6356","SOIL MINE AT VILLAGE- HADHA, TEHSIL & DISTRICT- UNNAO","SHRI AKSHAT SINGH","EC Granted","EC",NA
"1102",1,"SIA/UP/MIN/40208/2019","5013","Building Stone (Sand stone) mine, at Gata No./Araji No. /Plot no. – 01, Area 0.809 ha. (2.0 Acres) at Village – Ahirupur, Tehsil- Chunar, District- Mirzapur, Uttar Pradesh of  M/s Om Sai Construction","MS OM SAI CONSTRUCTION","Deferred by SEAC","EC",NA
"1103",2,"SIA/UP/MIN/62646/2021","6300","Hardauli Sand/ Morrum Mining Project (Area 14.0 Ha)","M/S SARANG INFRATECH","EC Granted","EC",NA
"1104",3,"SIA/UP/MIN/74920/2021","7068-6177","Proposed Building Stone “Khanda, Gitti, Boulder & Red Morrum  Mining Project” at Gata No. 384, Area: 0.701 Ha, Village: Tooka, Tehsil: Rath, District: Hamirpur, State: Uttar Pradesh.","MR. JAGDISHSINGH","WithdrawEC","EC",NA
"1105",4,"SIA/UP/NCP/73224/2018","4101","Commercial Project","M/S MART PROMOTERS PVT. LTD.","EC Granted","EC",NA
"1106",5,"SIA/UP/MIN/89435/2018","","“Granite (Khanda, Gitti & Boulder) Mine” Project at Gata No.-19, Khand-02, Village- Ganj, Tehsil- Mahoba, District- Mahoba, U.P. (Leased Area : 4.048 ha.)","OM PRAKASH BHARDWAJ","Delisted","EC",NA
"1107",6,"SIA/UP/MIN/451343/2023","8444","Billi Markundi, Gitti, Boulder (Dolo Stone) Mining Project (Area 1.967 Ha or 4.86 Acre.)","CHANDRA GUPTA","EC Granted","EC",NA
"1108",7,"SIA/UP/MIN/94645/2019","","“Brick Earth Mining” Project at Gata No. 651, 739 at Village: Maholi Khori & Gata No. 86 at Village: Shital Ganj Grant, Tehsil: Mankapur, District: Gonda (U. P.) Total Area 1.364 Ha.","M/S PATEL BRICK FIELD","Delisted","EC",NA
"1109",8,"SIA/UP/INFRA2/406665/2022","7357","“Paras Avenue” at Plot No: C3H1, Sec-129, Noida, Uttar Pradesh by M/s Ambit Buildwell Private Limited","AMBIT BUILDWELL PRIVATE LIMITED","EC Granted","EC",NA
"1110",9,"SIA/UP/MIN/430417/2023","7934","“Building Stone (Granite Khanda, Boulder, Bailast (Gitti))” Project at Gata No.- 593 (Khand No.- 02), Village- Mahobkanth, Tehsil- Kulpahar, District- Mahoba, U.P. (Applied Area : 0.700 ha.) M/s Jyoti Prakash Saxena Contractor And Supplier, Prop.- Shri Jyoti Prakash Saxena S/o Shri Ram Swaroop Saxena","JYOTI SAXENA","EC Granted","EC",NA
"1111",10,"SIA/UP/MIN/70976/2017","3872","Proposed River Bed Sand/Morrum mining in River Kane from Gata No. 99/3, 99/22, 100/7, 101/5, 103/10, 104/2, 104/5, Village – Sindhan Kalan, Tehsil- Pailani, District- Banda, U.P.","SHRI ATEEK ULLA S/O SHRI BABULLA","EC Granted","EC",NA
"1112",2,"SIA/UP/MIN/57603/2020","5954","“Sand/Morrum Mining at Yamuna River” , located at Gata No. 78  to 120, 124 to 133, 153 to 162, Village- Oti Composite, Tehsil & District: Fatehpur, U.P.","M/S. SADHANA STEELS","EC Granted","EC",NA
"1113",4,"SIA/UP/MIN/136543/2020","5388","Brick Earth Mining Project by M/s K.G.N Brick Field","M/S KGN BRICK FIELD","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"1114",5,"SIA/UP/MIN/137028/2020","","Ratanpur Lekha (Gata No. 7, 40 & 41) soil brick mining project.","M/S HINDUSTAN  BRICK WORKS","Delisted","EC",NA
"1115",6,"SIA/UP/MIN/137431/2020","5399","Soil Excavation” Project at Gata No.-99,68,69,97,98, 94,24, 30, 34, 82 in Village:Saraura,Tehsil: Bakshi Ka Talab, District: Lucknow, U.P. Total Area-1.231 ha.","M/S USHA CONSTRUCTION","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"1116",7,"SIA/UP/MIN/137509/2020","","Wiswal (Gata No. 851, 1155, 1194, 1154, 1197, 1191, 1193, 852(GA/KHA), 991, 1198, 741 & 740 ) soil brick mining project.","A-ONE BRICK FIELD","Delisted","EC",NA
"1117",9,"SIA/UP/MIS/235301/2021","6643","Warehouse Project at Village-Madapur-Mustafabad & Baharmandpur, Dasna, Tehsil- Dhaulana, District- Hapur, Uttar Pradesh","M/S INDO WORLD SPACES","EC Granted","EC",NA
"1118",1,"SIA/UP/MIN/74791/2018","4266","“Ordinary Sand Mining” Project at Gata No.- 1/2, Village- Chaprauli Khadar, Tehsil- Badaut, District- Baghpat, U.P. 
(Applied Area: 20.2343 ha.)","APOLLO RETAILERS PVT LTD","EC Granted","EC",NA
"1119",2,"SIA/UP/MIN/416692/2023","7607-7059","Environmental clearance for proposed river bed ordinary sand mining having lease area- 9.0 ha along river Ganga in Gata No-140/3 & 4 at Village-Basaratpur, Tehsil- Chunar, District- Mirzapur, U. P. of M/s Vidhata Associate.","MADHURI SINGH","EC Granted","EC",NA
"1120",3,"SIA/UP/MIN/430235/2023","7922","Proposed “Ordinary Soil Excavation” Project at Area: 0.755 Ha. Gata No.– 483 in the Village- Nagla Nandu, Tehsil & District- Hathras, Uttar Pradesh.","RAJ AGRAWAL","EC Granted","EC",NA
"1121",4,"SIA/UP/MIN/409975/2022","7434","“Ordinary earth mine” at Village- Maula Bad, Tehsil- Haidergarh, District- Barabanki, Uttar Pradesh in Khasra/Gata no.- 49Mi & 497Mi, Area- 0.471 ha. developed by Sri Berjesh Kumar Yadav","BERJESH YADAV","EC Granted","EC",NA
"1122",5,"SIA/UP/NCP/77063/2018","4459","Revision and Expansion of Group Housing Project ""Casa Wood Stock""","M/S ANGEL INFRAHEIGHT PRIVATE LIMITED","EC Granted","EC",NA
"1123",6,"SIA/UP/MIN/441165/2023","8169-7631","“Building Stone (Granite Khanda, Boulder, Bailast (Gitti))” Project at Gata No.- 339 (Khand No.- 17), Village- Daharra, Tehsil- Mahoba, District- Mahoba, U.P. (Applied Area : 1.214 ha.)","SHRI ABHISHEK MISHRA","EC Granted","EC",NA
"1124",7,"SIA/UP/MIN/73926/2018","4185","Sand mining at Ganga River bed, Gata No.- 01 Gh over an area of 12.0 Ha situated in Village- Nagla Jogiya, Tehsil – Atrauli, District - Aligarh, U.P.","JITENDRA VARSHNEYA","EC Granted","EC",NA
"1125",8,"SIA/UP/MIN/457387/2024","8646-7635","ORDINARY SAND MINE","RAMESH NELLURI","Deferred by SEAC","EC",NA
"1126",9,"SIA/UP/MIN/74175/2018","4245","Riverbed Sand/Morrum mining project from Betwa River for M/s Senvin Infrastructure Pvt. Ltd. located at Khand No. 22/15, Village - Rirua Basaria, Tehsil - Sarila, District - Hamirpur, Uttar Pradesh.Sanctioned Lease Area - 24.291 ha.","MS SENVIN INFRASTRUCTURE PVT LTD","Delisted","EC",NA
"1127",10,"SIA/UP/MIN/437835/2023","8040-7308","Sonpur Building stone Sand Stone Mining project","M/S BAJRANG ROAD LINES","EC Granted","EC",NA
"1128",1,"SIA/UP/MIN/66433/2019","6512/5020","Proposed “Granite (Khanda, Gitti & Boulder) Mine” Project","EUREKA MINES AND MINERALS L L P","EC Granted","EC",NA
"1129",2,"SIA/UP/NCP/58619/2020","5992","PROPOSED GROUP HOUSING “EROS SAMPOORNAM” AT PLOT NO: 1, SECTOR 2, GREATER NOIDA, DIST GAUTAM BUDHA NAGAR UP","AJAY ENTERPRISES (P) LTD","EC Granted","EC",NA
"1130",3,"SIA/UP/MIS/245129/2021","6770","Group Housing","BLESSINGS HOMZ PRIVATE LIMITED","Delisted","EC",NA
"1131",5,"SIA/UP/MIN/29076/2018","4483","Environmental Clearance for proposed river bed Sand/Morrum mining having lease area 36.437 ha (90.03 acre)along River Betwa in Khand No. 10/5 at Village – Beri, Tehsil- Hamirpur,District- Hamirpur, U.","SHRI VIVEK KUMAR SINGH","EC Granted","EC",NA
"1132",6,"SIA/UP/MIN/59752/2019","6116/5132","Proposed “Building Stone (Khanda, Gitti & Boulder) Mine” Project","SHIVAM GRANITE","EC Granted","EC",NA
"1133",7,"SIA/UP/IND2/50139/2005","5435/4752","Proposed expansion of sugar mill cane crushing capacity from 6250 TCD to 8000 TCD  along with Co - Generation Power – 22.0 MW at vill - Shamli, Tehsil & Distt.: Shamli  (Uttar Pradesh)  of M/s Upper D","UPPER DOAB SUGAR MILLS","EC Granted","EC",NA
"1134",8,"SIA/UP/MIN/138570/2020","","Vishal Bricks Field","VISHAL BRICKS FIELD","Delisted","EC",NA
"1135",9,"SIA/UP/MIN/138605/2020","","Jain Brick Field","JAIN BRICK FIELD","Delisted","EC",NA
"1136",10,"SIA/UP/MIN/138489/2020","","Brick Earth Mining Project","M/S BHARAT ENT UDYOG","Delisted","EC",NA
"1137",4,"SIA/UP/MIN/126135/2019","","M/s Sandeep Ent Udyog","M/S SANDEEP ENT UDYOG","Delisted","EC",NA
"1138",5,"SIA/UP/MIN/126544/2019","","Malakpur (Gata No. 966, 968, 1005, 970 & 971 ) soil brick mining project.","M/S HANUMAN BRICK FIELD..","Delisted","EC",NA
"1139",6,"SIA/UP/MIN/67335/2021","6554-6164","“Building Stone (Khanda, Boulder, Bailast (Gitti))” Project at Gata No.-339 (Khand No.- 10 Old 29 New), Village- Daharra, Tehsil- Sadar, District- Mahoba, U.P. (Leased Area : 0.809 ha.)","MISHRA MALTI","EC Granted","EC",NA
"1140",7,"SIA/UP/MIN/67353/2021","6555-6168","Proposed “Building Stone (Khanda, Boulder, Bailast (Gitti))” Project","RAJENDRA KUMAR SHIVHARE","EC Granted","EC",NA
"1141",8,"SIA/UP/MIS/228241/2021","6551","Construction Of Proposed Office Building  at Madhuban Bapudham Scheme Ghaziabad","GHAZIABAD DEVELOPMENT AUTHORITY.","EC Granted","EC",NA
"1142",9,"SIA/UP/MIS/283813/2022","7191","Fortis Noida","INTERNATIONAL HOSPITAL LIMITED","EC Granted","EC",NA
"1143",10,"SIA/UP/MIN/70431/2021","6789","Building Stone (Khanda, Boulder, Bailast (Gitti) & Pahadi Red Morram)","MS APCO INFRATECH PVT LTD","EC Granted","EC",NA
"1144",1,"SIA/UP/MIS/260767/2022","6975","Proposed Residential Plotted Development Project “Smriti City” at Phase-I  Gata No. 141(mi), 148 (mi), 153, 172 (mi), 159 (mi) and Phase-II  Gata No. 158 (mi), 159 (mi), 160 (mi), 166 (mi) & 172 (mi) Village: Bhikampur, Sarsaul, G.T. Road, Tehsil: Ko","SMRITI COLONIZERS & BUILDERS","WithdrawEC","EC",NA
"1145",2,"SIA/UP/MIN/79643/2021","7179-6732","Proposed Manikpur Building Stone (Sandstone) Mining Project","SHRIMATI MITHILESH DUBEY","EC Granted","EC",NA
"1146",3,"SIA/UP/MIN/40822/2019","4987","Soil Mining Project","MAA VINDYAWASHINI BUILDERS","EC Granted","EC",NA
"1147",4,"SIA/UP/MIN/187488/2020","","Area: 4.046 Ha Gitti-Ballast Khanda- Boulder Building Stone Mining Project At Khand No’-22, Gata-688/4,  Village- Goramacchiya, Tehsil- Sadar, District- Jhansi, U.P.","DEEPAK KUMAR AGARWAL.","WithdrawEC","EC",NA
"1148",5,"SIA/UP/MIN/32526/1900","4923","Proposed “Brick Earth Excavation” Project for M/s Mahalaxmi Brick Field from Gata No.- 1272, 1270, 692, 1239 Mi, 1261, 1262 Ka, 1259 Ka, 1263 Ka, Village- Tigai, Tehsil- Akbarpur, District- Kanpur Deh","MS MAHALAXMI BRICK FIELD","EC Granted","EC",NA
"1149",6,"SIA/UP/MIN/32701/2019","","Sand Stone (Building Stone) Mine","MEELA DEVI","Rejected - Processed offline","EC",NA
"1150",7,"SIA/UP/IND2/154274/2020","5667","Expansion of APIs and Bulk Drugs Manufacturing","M/S RATI PUSHP INTERMEDIATES PVT. LTD","EC Granted","EC",NA
"1151",10,"SIA/UP/MIN/69347/2020","6753/5932","Pathrehta Sand/Morrum Mining Project on Betwa River","SHRI YOGENDRA PRAMANI","EC Granted","EC",NA
"1152",3,"SIA/UP/MIN/147755/2020","","Rabupura (Gata No. 68,69,2094) soil brick mining project.","M/S GANESH-ENT UDYOG","Delisted","EC",NA
"1153",4,"SIA/UP/MIN/57294/2019","5937/4912","Barua Aehatmali (Gata No. 392/1) Sand/Morrum Mine On Yamuna River Located At Village-Barua Aehtmali, Tehsil-Rajapur, District- Chitrakoot, U.P.","MS KASHI CONSTRUCTION COMPANY","EC Granted","EC",NA
"1154",5,"SIA/UP/IND/59622/2021","6109","Proposed Clinker Grinding Unit with Cement Production Capacity of 2.0 Million TPA and D.G. Sets (1250 kVA & 125 kVA) at Village: Ingotha, Tehsil: Hamirpur, District: Hamirpur (U.P.) by M/s. Jaykaycem (Central) Works, Hamirpur {A Unit of Jaykaycem (Central) Limited}","JAYKAYCEM (CENTRAL) LIMITED","EC Granted","EC",NA
"1155",6,"SIA/UP/MIN/233817/2021","6627","Ordinary Soil Excavation” Project at Gata No.–200, 204Mi, 518, 522 Village-Baijnathpur, Tehsil-Thakurdwara, District- Moradabad, Uttar Pradesh","TOSHANI ROOTS CONSTRUCTION OPC PVT. LTD.","Delisted","EC",NA
"1156",7,"SIA/UP/MIS/233853/2021","6629","Proposed construction of Warehouse (Non Agricultural Produce) over an area measuring 66,410 sqm. at khasra no. 315, village saraijoga, Tahsil hasanganj, District Unnao, Uttar Pradesh","M/S PLUS NINE ONE DEVELOPMENT PVT. LTD & PLUS NINE ONE WAREHOUSE PVT. LTD.","EC Granted","EC",NA
"1157",8,"SIA/UP/MIS/260657/2022","6983","Proposed Group Housing Project “Central Park Apartment” at Arazi No.: 2/3/2, Mauza: Rudra Panchmahal, Tubewell Road, Khati Baba, Tehsil & District: Jhansi, State: Uttar Pradesh","AZAD KHAN","WithdrawEC","EC",NA
"1158",9,"SIA/UP/MIN/34399/2019","4739","Environmental Clearance of mining lease of Building Stone (Gitti, Boulder) mine, at Khasra no. /Plot no. - 107, Khand no. 7 & 8, Area 2.631 ha. (6.50 Acres) at Village – Surwadlapur, Tehsil- Meja, Dis","KAMLESH KUMAR  SINGH","WithdrawEC","EC",NA
"1159",1,"SIA/UP/MIN/59754/2020","6117/5794","“Building Stone (Khanda, Boulder, Bailast (Gitti))” Project at Gata No.-19 Khand No.-3, Village- Ganj, Tehsil- Mahoba, District- Mahoba, U.P. (Applied Area : 2.226 ha.)","Arjun Singh","EC Granted","EC",NA
"1160",3,"SIA/UP/MIN/31149/2019","4659","Sand/ Morrum Mining” Project at Khand No.- 02 (Gata No.- Part No-01, Part No.- 07, Part No.- 08, Part no.- 2147, part no.- 2148, Part No.- 2150, Part No.- 2200, Part No.- 2181, Part No.- 2182, Part No","SHEETAL ENTERPRISES","EC Granted","EC",NA
"1161",4,"SIA/UP/MIN/45116/2019","45116","Brick Earth Mining Project","ANIL ENT UDYOG","EC Granted","EC",NA
"1162",5,"SIA/UP/MIN/53382/2020","5673","Khakuora, Gata No.-523 sand/morrum mine on Dhasan River, located in Village-Khakuora, Tehsil-Mauranipur, District- Jhansi, State- Uttar Pradesh (area- 20.0 ha)","SMT. RATNA JADAUN","EC Granted","EC",NA
"1163",6,"SIA/UP/MIN/73387/2021","6974-6238","Building stone Khanda Boulder Ballast Gitti Mining Project","AJAY RAJ SINGH","EC Granted","EC",NA
"1164",7,"SIA/UP/MIN/72973/2022","6968","","JAI SINGH","EC Granted","EC",NA
"1165",9,"SIA/UP/MIN/130688/2019","","BRICK EARTH MINE VILLAGE NAYABANS IGLASS ALIGARH","RAM ENT UDYOG","Delisted","EC",NA
"1166",2,"SIA/UP/MIN/66372/2021","6486","Environmental Clearance for Proposed Building Stone (Gitti, Boulder, Khanda) Sand Stone mine at Araji No./Plot No./Gata No.- 179 Khand No.–01, Area 6.072 ha. (15.0 Acres) at Village – Dhara, Tehsil- Bara, District- Prayagraj, Uttar Pradesh of M/s Khushi Enterprises","M/S  KHUSHI  ENTERPRISES","Delisted","EC",NA
"1167",7,"SIA/UP/MIN/33237/2019","4715","RIVER BED SAND MINING ALONG BAN GANGA","ABHISEKH CHAUDHARY","EC Granted","EC",NA
"1168",8,"SIA/UP/MIN/33293/2018","4717/4452","Mining of Sand at village DhikkaKalan tehsil Nakur district Saharanpur state Uttar PradeshProduction Capacity of 1705262 TPA sand Minor Mineral over an area of 52.63 hectares by M/s Balaji Trading Com","M/S BALAJI TRADING CO","EC Granted","EC",NA
"1169",9,"SIA/UP/MIN/33309/2019","4906","Area 12.00 Acre (4.856 Ha) on Rapti River for Ordinary Sand mining Gata no . 800mi, 689, 804, Village- Bhadila Awwal, Tehsil- Barhaj , District- Deoria, Uttar  Pradesh","JITENDRA NISHAD","Delisted","EC",NA
"1170",5,"SIA/UP/MIN/60055/2021","","BUILDING STONE -SANDSTONE","SHYAM BAHDUR SINGH","WithdrawEC","EC",NA
"1171",8,"SIA/UP/MIN/42509/2019","5051","Simple soil excavation (Period 3.0 month) at Gata No. – 353 Area 0.5566 ha (1.3754 Acres) at Village – Lala Khera Majra Paharpur, Tehsil & District- Unnao, Uttar Pradesh.","SANJAY SINGH CHAUHAN","EC Granted","EC",NA
"1172",9,"SIA/UP/MIN/42516/2019","","M/s SINGH ENT UDYOG","SINGH INT UDYOG","Delisted","EC",NA
"1173",1,"SIA/UP/MIN/217783/2021","6432","Gadiyagaow Red Morrum Mining projec","M/S K. B. SINGH CRUSHING CONSTRUCTION","EC Granted","EC",NA
"1174",2,"SIA/UP/MIN/217767/2021","6431","“Building Stone (Khanda, Gitti, Boulder) Mining Project” at Gata No - 23 (Khand No - 07), Area: 2.00 Ha, Village: Dasna, Tehsil: Moth, District:  Jhansi (U.P.)","M/S RAJ CONSTRUCTION COMPANY.","EC Granted","EC",NA
"1175",3,"SIA/UP/MIN/57494/2020","5983","BUILDING STONE (SANDSTONE) MINE AT VILLAGE- ADHWAR, TEHSIL- CHUNAR, MIRZAPUR","SHRI ABHAY SINGH","EC Granted","EC",NA
"1176",4,"SIA/UP/MIN/221565/2021","6479","Ordinary Soil Excavation” Project at Gata No.–133, 408, Village-Kharagpur Jagatpur, Tehsil & District- Moradabad, Uttar Pradesh","MOHAMMAD RAFI","EC Granted","EC",NA
"1177",7,"SIA/UP/MIN/144254/2020","","Brick Earth Mining","BANKEY BIHARI BRICK FIELD","Delisted","EC",NA
"1178",8,"SIA/UP/MIN/77295/2021","7111-6646","Makarbai Building Stone, Khanda /Boulder/ Ballast (Gitti) Mining project","SHRI BEEPENDRA SINGH","EC Granted","EC",NA
"1179",9,"SIA/UP/MIN/33753/1990","4901","M/s KANHA ENT UDYOG","KANHA ENT UDYOG","EC Granted","EC",NA
"1180",10,"SIA/UP/MIN/33823/2019","","Brick Earth Mining Project M/s Jai Tulsi Brick Field, Gata No 40, 65, 148/2, Village: Sohjani Umerpur, Tehsil : Shamli Dist : Shamli, U.P","M/S JAI TULSI BRICK FIELD","Delisted","EC",NA
"1181",1,"SIA/UP/NCP/71751/2017","3944","State Distaster Response Force, SDRF Batallion","OFFICER","Delisted","EC",NA
"1182",2,"SIA/UP/NCP/28877/2018","4467","“MAX DIGI, INFOTECH PVT LTD.","MAX DIGI, INFOTECH PVT LTD","EC Granted","EC",NA
"1183",3,"SIA/UP/MIN/427303/2023","7812-6685","Building Stone Boulder-Khanda / Gitti-Ballast Mining Project","SAKSHAM CONTRACTOR AND SUPPLIERS","EC Granted","EC",NA
"1184",4,"SIA/UP/MIN/456671/2023","8627-7952","Bahuti Building stone Sand Stone Mining project","DASHRATH YADAV","Agenda Uploaded by SEAC","EC",NA
"1185",5,"SIA/UP/NCP/72027/2018","3955","""First Core Tertiary Care Hospital"" in ""One World"" integrated township project at village Baghamau, Lucknow U.P.","SHALIMAR LAKECITY PVT. LTD.","EC Granted","EC",NA
"1186",6,"SIA/UP/MIS/68900/2017","","Khwaja Moinuddin Chishti Urdu Arabi Farsi University Phase -II","REGISTRAR URDU UNIVERSITY","Delisted","EC",NA
"1187",7,"SIA/UP/NCP/74646/2018","4242","Expansion of Group Housing Project at Plot No.-12A, Sector- 75, Noida, Uttar Pradesh","M/S APEX DREAM HOMES PVT LTD","EC Granted","EC",NA
"1188",8,"SIA/UP/MIN/72299/2018","4002","Tharro sand mine on Betwa river (20.234 hectare)","M/S A.D. AGRO FOODS PRIVATE LIMITED","EC Granted","EC",NA
"1189",9,"SIA/UP/MIN/72492/2018","4020","Indrai Sand Mining Project","INDRAI SAND MINING PROJECT","Delisted","EC",NA
"1190",10,"SIA/UP/NCP/91236/2019","4634","Proposed Group Housing at Plot No. GH-03D, Sector 144, Noida, Uttar Pradesh","M/S GULSHAN HOMZ PVT. LTD.","EC Granted","EC",NA
"1191",1,"SIA/UP/NCP/75781/2018","4394","Proposed Residential Connotation Sports City ""SIKKA KAIRAV GREENS"" on Land Parcel No – SC-02/L Sector 150 Noida, Uttar Pradesh","M/S THREE C INFRASTRUCTURE PVT. LTD. IN JOINT VENTURE ASSOCIATION WITH M/S SIKKA PROMOTERS PVT. LTD.","Delisted","EC",NA
