,Unnamed: 0,Proposal.No.,File.No.,Project.Name,Company,Proposal.Status,Project.Type,View,Form_Type
816,817,SIA/HR/MIS/106795/2019,SEIAA/HR/19/158,Proposed Commercial Colony,SS GROUP PVT. LTD.,EC Granted,EC,, 
817,818,SIA/HR/MIS/271385/2022,,Proposed Commercial Complex “GR Corporate Tower”,G R INFRAPROJECTS LIMITED,WithdrawEC,EC,, 
818,819,SIA/HR/MIS/72458/2022,SEIAA/HR/2022/142,Affordable Plotted Colony under Deen Dayal Jan Awas Yojna by M/s MRG Estates LLP,MRG ESTATES LLP,EC Granted,EC,, 
819,820,SIA/HR/MIS/34180/2017,"SEIAA/HR/19/134

Hard copy to be submitted",Revision of Affordable Group Housing Colony,M/S MAXWORTH INFRASTRUCTURE PVT. LTD.,Delisted,EC,, 
820,821,SIA/HR/INFRA2/402959/2022,SEIAA/HR/2022/207,"Environment Clearance for Expansion of Proposed Group Housing Project at Sector 36A, Gurgaon Manesar Urban Complex, Haryana by M/S Krisumi Corporation Private Limited",KRISUMI CORPORATION PRIVATE LIMITED,EC Granted,EC,, 
821,822,SIA/HR/MIS/97199/2019,,"Group Housing Complex 
SPLENDOR GRANDE
 Sector – 19, Panipat, Haryana",SPLENDOR LANDBASE LTD,Delisted,EC,, 
822,823,SIA/HR/MIS/275301/2022,SEIAA/HR/2022/191,"Proposed Expansion of Affordable Group Housing Colony on land measuring of 9.875 Acres at village-Wazirpur, Sector-92 Gurugram, Haryana by M/s GLS Infraprojects Pvt. Ltd",M/S GLS INFRAPROJECTS PVT. LTD.,Deferred by SEAC,EC,, 
823,824,SIA/HR/MIS/261584/2022,SEIAA/HR/2022/131,Proposed Affordable Residential Plotted Colony under DDJAY scheme,MAGIC EYE DEVELOPERS PRIVATE LIMITED,Rejection Letter Granted,EC,, 
824,825,SIA/HR/MIS/217576/2021,File No. SEIAA/HR/2021/437 generated. Earlier EC g,"Revision & Expansion of Affordable Group Housing at Village-Dhorka, Sec-95, Gurugram Haryana",M/S SA PROPCON PVT. LTD. IN COLLABORATION WITH M/S SIGNATURE INFRABUILD PVT. LTD.,EC Granted,EC,, 
825,826,SIA/HR/MIS/250587/2022,SEIAA/HR/2022/115,"Affordable Group Housing Colony in the revenue estate of village- Harsaru, Sector-88A, Gurugram, Haryana by M/s. GCC Infra",GCC INFRA,EC Granted,EC,, 
826,827,SIA/HR/MIS/76007/2022,SEIAA/HR/2022/189,"PROPOSED EXPANSION OF RESIDENTIAL GROUP HOUSING PROJECT “MAPSKO MOUNT VILLE”, 	AT SECTOR 79, GURUGRAM, HARYANA",MAPSKO BUILDERS PVT. LTD.,EC Granted,EC,, 
827,828,SIA/HR/MIS/105077/2019,SEIAA/HR/19/153,Proposed Warehouse Building(Other than Agriculture Produce),SUNSAT INFOTECH PVT LTD,EC Granted,EC,, 
828,829,SIA/HR/NCP/58232/2016,"SEIAA/HR/16/288
Dated 10.08.2016",Residential Plotted Colony at Sec 24 Village Garhi Alwalpur Dharuhera Rewari Haryana by M/s Gopal Hitech Infra Developers Pvt Ltd,GOPAL HITECH INFRA DEVELOPERS PVT LTD,Delisted,EC,, 
829,830,SIA/HR/MIS/31311/2019,"SEIAA/HR/19/13

Hard copy to be submitted",,M/S MANGALAM MULTIPLEX PVT. LTD.,EC Granted - Processed offline,EC,, 
830,831,SIA/HR/INFRA2/418061/2023,SEIAA/HR/2023/305,"Expansion of Environmental Clearance for Shopping/Commercial Building on 32.36 acres (DLF Downtown formally known as Mall of India) at Sector 25A, Gurugram, Haryana",M/S DLF LIMITED  & OTHERS,EC Granted,EC,, 
831,832,SIA/HR/MIS/72467/2022,,Residential Plotted Colony Project (under DDJAY),M/S SIGNATURE GLOBAL DEVELOPERS PVT LTD,Delisted,EC,, 
832,833,SIA/HR/NCP/59956/2016,SEIAA/HR/17/313 dated 25.01.2017,"Affordable Group Housing at Village Ullahawas, Sector-62, Gurgaon of Gurgaon-Manesar Urban Complex, Haryana by M/s. Pivotal Infrastructure Pvt. Ltd.",PIVOTAL INFRASTRUCTURE PVT LIMITED,EC Granted,EC,, 
833,834,SIA/HR/IND2/28490/2015,SEIAA/HR/15/242 dated 20.11.2015,Suntril Pharmaceuticals Pvt. Ltd,SUNTRIL PHARMACEUTICALS PVT LTD,EC Granted,EC,, 
834,835,SIA/HR/NCP/72377/2018,File no. SEIAA/HR/18/ 383 dated 25.01.2018. Please,"IT/ ITES SEZ Project at Sector-48, Village Tikri Gurugram, Haryana",CANDOR GURGAON ONE REALTY PROJECTS PVT. LTD,EC Granted - Processed offline,EC,, 
835,836,SIA/HR/NCP/90728/2019,"SEIAA/HR/19/24 

Hard copy to be submitted","Revision & Expansion of Affordable Group Housing Project located at Village Mujeri, Sector 70, Faridabad",AGRASAIN SPACESLLP,EC Granted,EC,, 
836,837,SIA/HR/IND2/20058/2017,SEIAA/HR/17/321 dated 10.03.2017,modernization with process integration of existing herbal extract and their purified derivatives,ALCHEM INTERNATIONAL PVT LTD,EC Granted - Processed offline,EC,, 
837,838,SIA/HR/NCP/94853/2019,"SEIAA/HR/19/43

Hard copy to be submitted",ICD & Warehouse (Non-Agro Produce) Project,M/S ALL CARGO INLAND PARK PVT. LTD.,EC Granted,EC,, 
838,839,SIA/HR/IND2/31058/2017,"SEIAA/HR/19/37

Please submit the hard copy","EC FOR EXPANSION OF ADDITIONAL STORAGE TANKS AT REWARI TERMINAL, HARYANA",INDIAN OIL CORPORATION LIMITED MARKETING DIVISION,Delisted,EC,, 
839,840,SIA/HR/MIS/31319/2019,,,MR LALIT KUMAR C/O MR JK LALWANI,Delisted,EC,, 
840,841,SIA/HR/NCP/64558/2017,SEIAA/HR/17/330 dated 09.05.2017.,"Affordable Group Housing Colony ""Global Hill View""",V K MOTORS PVT LIMITED,EC Granted,EC,, 
841,842,SIA/HR/MIS/60009/2021,,"EC FOR EXPANSION OF RESIDENTIAL PROJECT “LAVANYA APARTMENT”
LOCATED AT SECTOR-81, VILLAGE NAWADA FATEHPUR, GURGAON",GRAPHIC RESEARCH CONSULTANTS (INDIA) PRIVATE LIMITED,Delisted,EC,, 
842,843,SIA/HR/MIN/452873/2023,SEIAA/HR/2023/393,Sand Mining Project at Nangal Block having an area of 82.85 ha,CHAUDHARY TRANSPORT CO,Under examination of SEIAA after SEAC,EC,, 
843,844,SIA/HR/INFRA2/431646/2023,SEIAA/HR/2023/355,"Proposed Group Housing Colony at Sector-15-II, Gurugram, Haryana by M/s Summit Terracraft Pvt. Ltd. and Others",SUMMIT TERRACRAFT PRIVATE LIMITED,EC Granted,EC,, 
844,845,SIA/HR/MIS/10519/2016,File no. SEIAA/HR/16/251 dated 06.01.2016.,Proposed Construction Of Super Speciality Hospital & Medical College In Revenue Estate Of Village Palvali & Badshahpur at Faridabad,MATA AMRITANANDAMAYI MATH,EC Granted,EC,, 
845,846,SIA/HR/MIS/31310/2019,,,TITAN INFRACON LLP,Delisted,EC,, 
846,847,SIA/HR/NCP/71539/2017,SEIAA/HR/17/374 dated 19.12.2017,Commercial Colony at village Dhankot Sector 102 Gurugram Haryana by Aristocrat Home Developers Pvt Ltd,ARISTOCRAT HOME DEVELOPERS PRIVATE LIMITED,EC Granted,EC,, 
847,848,SIA/HR/NCP/31726/2015,,"“Shopping COMPLEX” at Palam Vihar, Block-H, Gurgaon, Haryana",NATURAL PRODUCT BIO TECH LTD,Delisted,EC,, 
848,849,SIA/HR/MIS/218777/2021,File No. SEIAA/HR/2021/450 has been assigned. Hard,"Expansion of Commercial Building on 9.14375 acres in Sector 74A, Gurugram",AMERICAN EXPRESS (INDIA) PRIVATE LIMITED,EC Granted,EC,, 
849,850,SIA/HR/INFRA2/401472/2022,SEIAA/HR/2022/251,"Proposed Integrated Residential Plotted Development project in the revenue estate of Village Islam Nagar, Sector-3,4, & 4-A, Pinjore Kalka Urban Complex, District- Panchkula, Haryana being developed by M/s Trident Hills Pvt. Ltd. and others (Formerly Known as M/s IREO Fiveriver Pvt Ltd)",TRIDENT HILLS PRIVATE LTD,EC Granted,EC,, 
850,851,SIA/HR/MIN/70297/2017,SEIAA/HR/MIN/18/172 dated 01.01.2018,"Mining of Boulder, Gravel and Sand at Karanpur Block PKL B-3 at village Karanpur, Tehsil Pinjore, district Panchkula (Haryana) on lease area measuring 8.23 Ha.",SUSHIL KUMAR KARANPUR,EC Granted - Processed offline,EC,, 
851,852,SIA/HR/MIS/29192/2015,,Commercial,TRIVANI LEATHERS PVT LTD.,Delisted,EC,, 
852,853,SIA/HR/MIS/62375/2017,SEIAA/HR/17/318 dated 16.02.2017,"Group Housing ""Lavanya Apartments"" at Village Nawada Fatehpur, Sector 81, Gurgaon, Haryana",GRAPHIC RESEARCH CONSULTANTS (INDIA) PRIVATE LIMITED,Under examination of SEIAA - Processed offline,EC,, 
853,854,SIA/HR/MIN/28495/2017,SEIAA/HR/MIN/18/173 dated 08.01.2018,"STONE ALONG WITH ASSOCIATED MINOR MINERAL MINE, PRODUCTION CAPACITY 75,00,000 MTPA, AT PLOT NO. 3, NEAR VILLAGE: BAKHRIJA, TEHSIL: NARNAUL, DISTRICT: MAHENDERGARH, HARYANA",MS NIMAWAT GRANITE PVT LTD,EC Granted,EC,, 
854,855,SIA/HR/NCP/75055/2018,SEIAA/HR/18/ 418 dated 21.05.2018,Expansion of Research and Development Centre,INNOVATIVETECHNOPARKPVTLTD,EC Granted - Processed offline,EC,, 
855,856,SIA/HR/INFRA2/439764/2023,SEIAA/HR/2023/423,"Proposed Affordable Group Housing Colony over an area measuring 4.25 Acres in the revenue estate of Village-Gopalpur,Sector-99A,Gurugram and Haryana by M/s Dishita Infra Pvt. Ltd. and Others",DISHITA INFRA PRIVATE LIMITED,Under examination of SEIAA after SEAC,EC,, 
856,857,SIA/HR/NCP/29193/2015,,Commercial,TRIVANI LEATHERS PVT LTD.,Delisted,EC,, 
857,858,SIA/HR/NCP/59009/2016,,Affordable Housing by Deluris Buildtech India Pvt Ltd,DELURISE BUILDTECH INDIA PVT LTD,Delisted,EC,, 
858,859,SIA/HR/INFRA2/449943/2023,SEIAA/HR/2023/412,"Expansion of IT Park/Cyber Park project at Sector-66, Village- Maidawas, Gurugram by M/s Advance India Projects Limited",ADVANCE INDIA PROJECTS LIMITED,Agenda Uploaded by SEAC,EC,, 
859,860,SIA/HR/MIS/10656/2008,,EC for Development of Transport Hub at HSIIDC Manesar,Haryana State Industrial & Infrastructure Development Co. Ltd.,Delisted,EC,, 
860,861,SIA/HR/MIS/31384/2019,21-113/2018-IA-III,,FAITH BUILDTECH PVT LTD,Delisted,EC,, 
861,862,SIA/HR/INFRA2/453795/2023,SEIAA/HR/2023/455,"Proposed Group Housing Colony “The Valley Orchard” under NILP policy in the revenue estate of Village: Bhagwanpur, Sector 2 & 3, Pinjore Kalka Urban Complex, Panchkula, Haryana being developed by M/s DLF Homes Panchkula Pvt. Ltd. and others.",DLF HOMES PANCHKULA PRIVATE LIMITED,Under examination of SEIAA after SEAC,EC,, 
862,863,SIA/HR/NCP/68162/2017,,"Affordable Residential Plotted Colony under Deen Dayal Awas Yojana(2016) measuring 15 acres at Village Alawalpur, Sector 19, Dharuhera, Dist Rewari, Haryana",MG HOUSING PVT. LTD.,Delisted,EC,, 
863,864,SIA/HR/NCP/74318/2018,SEIAA/HR/18/ 412 dated 30.04.2018. Please submit t,AMRAVATI ENCLAVE,AMARNATH AGGARWAL INVESTMENTS P LIMITED,Under examination of SEIAA - Processed offline,EC,, 
864,865,SIA/HR/INFRA2/432675/2023,SEIAA/HR/2023/340,"Expansion of IT Park/Unit (Under Violation) at Village Dundahera, Sector – 19, Gurugram, Haryana by M/s Pursarth Infrastructures Pvt. Ltd.",PURSARTH INFRASTRUCTURES PRIVATE LIMITED,EC Granted,EC,, 
865,866,SIA/HR/MIS/131760/2019,SEIAA/HR/19/238,"Group Housing Project “Park View” (Expansion & Modernization) at Village-Wazirpur, Sector-92, Gurugram, Haryana by M/s Bestech India Pvt. Ltd.",M/S BESTECH INDIA PVT. LTD.,EC Granted,EC,, 
866,867,SIA/HR/MIS/124845/2019,SEIAA/HR/2020/253 hard copy to be submitted,"Proposed Commercial Colony, in the Revenue, Dhulnela, Sector-34, Sohna, Distt.- Gurugram",M/S NAVI ESTATES LLP,EC Granted,EC,, 
867,868,SIA/HR/MIS/69732/2021,SEIAA/HR/2021/447,Residential Plotted Colony Project under DDJAY,M/S SIGNATURE GLOBAL DEVELOPERS PVT LTD,EC Granted,EC,, 
868,869,SIA/HR/MIN/23253/2017,SEIAA/HR/MIN/17/170 dated 01.08.2017. Please submi,SIA/HR/MIN/19925/2017,GANESH ROYALTY,EC Granted,EC,, 
869,870,SIA/HR/MIN/12349/2015,file no. SEIAA/HR/MIN/15/124 dated 04.11.2015.,"Mining of Stone Along with Associated Minor Minerals at Bakhrija Plot-2, Tehsil-Narnaul, Distt.-Mahendergarh, Haryana by M/s Tirupati Viniyoge Pvt. Ltd. The project activity falls in category ’B1’ as there are other mining leases exist within 500 m r",MS TIRUPATI VINIYOGE PVT LTD,EC Granted,EC,, 
870,871,SIA/HR/INFRA2/415562/2023,SEIAA/HR/2023/313,Expansion cum modification of Residential Plotted Colony “Emerald Hills”,EMAAR INDIA LIMITED,EC Granted,EC,, 
871,872,SIA/HR/NCP/50711/2016,File no. SEIAA/HR/16/266 dated 17.03.2016.,Expansion of Industrial Building project,HONEYWELL INTERNATIONAL INDIA PRIVATE LIMITED,EC Granted,EC,, 
872,873,SIA/HR/NCP/60461/2016,File no. SEIAA/HR/16/310 dated 23.12.2016.,Affordable Group Housing Project (sec-95A) by M/s Forever Buildtech (P) Ltd.,M/S FOREVER BUILDTECH PRIVATE LIMITED,EC Granted - Processed offline,EC,, 
873,874,SIA/HR/NCP/681/2014,,Group housing colony,EMAAR MGF LAND LTD,Delisted,EC,, 
874,875,SIA/HR/NCP/29181/2015,,"Expansion of Commercial Colony at Village Nangli Umarpur, Dist. Gurgaon, Haryana",JMD LIMITED,Delisted,EC,, 
875,876,SIA/HR/MIS/125813/2019,SEIAA/HR/19/244 hard copy to be submitted,"Proposed Affordable Group Housing Colony at Village-Badshahpur, Sector- 70, Gurugram, Haryana by M/s Pyramid Dream Homes LLP.",M/S PYRAMID DREAM HOMES LLP,EC Granted,EC,, 
876,877,SIA/HR/MIS/218218/2021,SEIAA/HR/2021/438,"Affordable Residential Plotted Colony Project under DDJAY at Village-Nakhrola, Sector-81, Gurugram, Haryana",M/S STERNAL BUILDCON PVT LTD,EC Granted,EC,, 
877,878,SIA/HR/MIS/113128/2019,SEIAA/HR/19/191 hard copy to be submitted,Affordable Group Housing Colony,MS SIGNATURE GLOBAL INDIA PVT LTD,Delisted,EC,, 
878,879,SIA/HR/NCP/66644/2017,SEIAA/HR/2022/122,HASTA INFRASTRUCTURE PRIVATE LIMITED,HASTA INFRASTRUCTURE PRIVATE LIMITED,Rejection Letter Granted,EC,, 
879,880,SIA/HR/MIS/74939/2018,SEIAA/HR/2022/165,"Modification & Expansion of Group Housing Scheme (19.244 acres) Under Mixed Landuse at Sector-53, Gurugram-Manesar Urban Complex, Dist. Gurugram, Haryana by Vipul Limited",VIPUL LIMITED,EC Granted,EC,, 
880,881,SIA/HR/MIS/169777/2020,SEIAA/HR/2020/334 hard copy to be submitted,Revision & Expansion of Group Housing Complex “Esfera”,IMPERIA STRUCTURES LIMITED,EC Granted,EC,, 
881,882,SIA/HR/MIS/31305/2019,,,BATI NORTH INDIA PVT LTD,Delisted,EC,, 
882,883,SIA/HR/MIS/226216/2021,SEIAA/HR/2021/483,"Affordable Group Housing Colony Project at Revenue estate of Village Dhanwapur, Sector-104, Gurugram, Haryana",M/S CZAR BUILDWELL PVT. LTD.,EC Granted,EC,, 
883,884,SIA/HR/INFRA2/447175/2023,SEIAA/HR/2023/408,"Proposed 143.225 Acres of “Industrial Township Project” in Revenue Estate of Village Daryapur, Tehsil: Badli, District Jhajjar (Haryana)",MODEL ECONOMIC TOWNSHIP LIMITED  FORMERLY KNOWN AS RELIANCE HARYANA SEZ LIMITED,EC Granted,EC,, 
884,885,SIA/HR/INFRA2/402541/2022,SEIAA/HR/2022/253,Residential Plotted Colony under Deen Dayal Jan Awas Yojana,FAITH BUILDTECH PRIVATE LIMITED,EC Granted,EC,, 
885,886,SIA/HR/INFRA2/452542/2023,SEIAA/HR/2023/444,"Proposed Group Housing Colony over an area measuring 6.95 Acres at revenue estate of Village- Maidawas, Sector- 63A, Gurugram, Haryana by M/s TARC LTD.",TARC LIMITED,Agenda Uploaded by SEAC,EC,, 
886,887,SIA/HR/NCP/30286/2015,,"Affordable Group Housing Colony
by M/s AAR Housing Pvt. Ltd.
Village-Alipur, Sector- 31 Part (HD) of Sohna, Gurgaon, Haryana",AAR HOUSING PVT LTD,Delisted,EC,, 
887,888,SIA/HR/MIN/422237/2023,SEIAA/HR/2022/261,Kharkhari Sohan Stone Mining (Total area is 5.32 Ha. and Mineable area is 4.62 Ha)”.,KARTIK RATHI,EC Granted,EC,, 
888,889,SIA/HR/MIS/201941/2021,SEIAA/HR/2021/383 hard copy to be submitted,Revision and Expansion of Affordable Group Housing Project at Village Dhorka Sector 95 Gurugram Haryana,M/S SA PROPCON PVT. LTD. IN COLLABORATION WITH M/S SIGNATURE INFRABUILD PVT. LTD.,EC Granted,EC,, 
889,890,SIA/HR/MIN/31414/1995,"SEIAA/HR/MIN/19/01

Hard copy to be submitted","Capacity Expansion for Mining of Marble  from 7319 MTPA to 1,00,000 MTPA [60,000 MTPA (Interburden/Weathered Rock/Marble lumps/marble khanda) & 40,000 MTPA (Marble blocks)] at Village - Bayal, Distric",MR. SATISH KUMAR GARG S/O SH. AJUDHYA PRASAD,EC Granted,EC,, 
890,891,SIA/HR/IND2/39831/2018,SEIAA/HR/19/184 hard copy to be submitted,"Establishment of proposed 100 KLPD Molasses based Distillery along with Co gen Power – 5.63 MW, village/town: Yamunanagar, Tehsil: Jagadhri,  District: Yamunanagar, Haryana of M/s Saraswati Sugar Mill",SARASWATI SUGAR MILLS LTD,EC Granted - Processed offline,EC,, 
891,892,SIA/HR/MIS/290750/2022,SEIAA/HR/2022/183,VSR MALL RETAIL CUM  OFFICE COMPLEX,PURAN DAS,EC Granted,EC,, 
892,893,SIA/HR/MIS/58805/2016,File no. SEIAA/HR/16/303 dated 21.11.2016,CBWTF KARNAL,HAAT SUPREME WASTECH PRIVATE LIMITED,EC Granted - Processed offline,EC,, 
893,894,SIA/HR/MIN/428153/2023,SEIAA/HR/2023/321,"Environment Clearance for expansion of Mining of Sand (Minor Mineral) from the Riverbed of Yamuna River in MT Karhera Block (YNR B-13) with 28,50,000 MT/ year production (Production increased from 21.0 Lacs to 28.5 Lacs TPA) over an area of 67.79 ha located at Village MT Karhera, Tehsil Radaur & District Yamuna Nagar and State Haryana",KAWALJEET SINGH BATRA,EC Granted,EC,, 
894,895,SIA/HR/NCP/72488/2018,SEIAA/HR/18/386 dated 02.02.2018. Please submit th,Modification and Expansion of Commercial Colony at Sector 53 Gurugram Haryana by Monika Infrastructure Pvt Ltd,MONIKA INFRASTRUCTURE PVT LTD,EC Granted - Processed offline,EC,, 
895,896,SIA/HR/MIS/31328/2019,"SEIAA/HR/19/29

Hard copy to be submitted","Proposed Mixed landuse Project under TOD Policy (70% Residential + 30% Commercial) on land measuring 166.69 acres in Revenue Estate of village-Chauma, Sector-111, Gurugram, Haryana",M/S MASK REALCON PVT. LTD.,EC Granted,EC,, 
896,897,SIA/HR/MIN/11778/2015,File no. SEIAA/HR/MIN/15/127 dated 20.11.2015. The,"Mining of “Boulder, Gravel and Sand” (Minor Mineral) at Pipli Majra Block/ YNR B-29, 30 and 31, by Sh. Paramjeet Singh S/o Hardeep Singh",SH PARAMJEET SINGH,EC Granted,EC,, 
897,898,SIA/HR/MIS/31300/2019,"SEIAA/HR/19/03

hard copy to be submitted",,SFG EXPORTS (INDIA) PVT. LTD.,EC Granted - Processed offline,EC,, 
898,899,SIA/HR/NCP/68482/2017,SEIAA/HR/17/ 352  dated 26.09.2017,Commercial project 'Avenue 37',HL RESIDENCY,EC Granted - Processed offline,EC,, 
899,900,SIA/HR/MIS/157005/2020,SEIAA/HR/2020/287 hard copy to be submitted,"Affordable Group Housing Colony Project located at Revenue Estate of Village- Gadoli Kalan, Sector- 37D, Gurugram Manesar Urban Complex, Haryana  by M/s Sternal Buildcon Private Limited",STERNAL BUILDCON PRIVATE LTD,EC Granted,EC,, 
900,901,SIA/HR/MIN/68081/2021,SEIAA/HR/2022/203,"Mining of sand minor mineral from the riverbed of Yamuna river with 24,00,000 TPA production capacity over an area of 66.32 Hectare located at Village- Makhanpur, Tehsil & District- Faridabad, and State- Haryana proposed by M/s Dev & Div Solutions Pvt. ltd",M/S DEV & DIV SOLUTIONS PVT. LTD.,EC Granted,EC,, 
901,902,SIA/HR/MIN/58201/2019,SEIAA/HR/19/234 hard copy to be submitted,"Proposed Boulder, Gravel and Sand Mining",MS SHREE BALAJI MINES & MINERALS,EC Granted,EC,, 
902,903,SIA/HR/MIS/281054/2022,SEIAA/HR/2022/220,Revision and Expansion of Residential Plotted Colony,M/S COUNTRYWIDE PROMOTERS PVT LTD,EC Granted,EC,, 
903,904,SIA/HR/IND2/32535/2017,"SEIAA/HR/19/51

Hard copy to be submitted","Capacity Expansion of M/s Piccadily Agro Industries Ltd.- Sugar Mill from 5,000 TCD to 10,000 TCD at Village: Bhadson, Umri-Indri Road, Tehsil: Indri, District: Karnal, Haryana",PICCADILY AGRO INDUSTRIES LTD,EC Granted,EC,, 
904,905,SIA/HR/MIS/98417/2019,,,SUNSAT INFOTECH PVT LTD,Delisted,EC,, 
905,906,SIA/HR/MIS/98202/2019,"SEIAA/HR/19/49

Hard copy to be submitted",Affordable  Group Housing Colony Project,AAR HOUSING PVT LTD,Request for withdraw,EC,, 
906,907,SIA/HR/MIS/98907/2019,"SEIAA/HR/19/53

file number is already granted.","Proposed Commercial Complex at Village Badshahpur, Sector- 70, Gurugram, Haryana by M/s Elan Ltd",ELAN LIMITED,EC Granted - Processed offline,EC,, 
907,908,SIA/HR/MIS/99263/2019,"SEIAA/HR/19/55

Hard copy to be submitted",Affordable Group Housing Colony,SHYAM KRIPA INFRASTRUCTURES PVT LTD,Delisted,EC,, 
908,909,SIA/HR/MIS/97464/2019,"SEIAA/HR/19/135

Hard copy to be submitted",“Modern Bus Terminal” by M/s. Pacific Retail Centers (I) Pvt. Ltd.,M/S PACIFIC RETAIL CENTERS (I) PVT. LTD.,EC Granted,EC,, 
909,910,SIA/HR/MIS/208109/2021,SEIAA/HR/2021/401,"Warehouse and Industrial Shed Project on a land measuring 2,19,461.28 m2 (21.95 Ha) at Village-Durina, Tehsil & District-Jhajjar, Haryana by M/s Aaravalli Logistics Park Pvt. Ltd.",M/S AARAVALLI LOGISTICS PARK PVT. LTD.,EC Granted,EC,, 
910,911,SIA/HR/MIS/213348/2021,SEIAA/HR/2021/419 hard copy to be submitted,Warehouse (Non-Agro Produce) Logistic Project  (13.84 Acres),SH. MANISH & SH. MANOJ  S/O SH. SHUBRAM IN COLLABORATION WITH M/S SHIVAY LOGISTICS PVT. LTD.,EC Granted,EC,, 
911,912,SIA/HR/MIS/119222/2019,SEIAA/HR/19/209 hard copy to be submitted,"Affordable Group Housing Colony Project (4.73125 acres) at Village - Hayatpur, Sector-89, Gurugrarn, Haryana",SIGNATURE INFRABUILD PRIVATE LTD,EC Granted,EC,, 
912,913,SIA/HR/MIS/116653/2019,SEIAA/HR/19/199 hard copy to be submit,Affordable  Group Housing Colony,M/S SIGNATURE GLOBAL (INDIA) PVT. LTD.,EC Granted,EC,, 
913,914,SIA/HR/MIS/226684/2021,SEIAA/HR/2021/463,"Proposed ""Affordable Group Housing Colony"" at village-Badha, Sector-86, Gurugram, Haryana by M/s GLS Infraprojects Pvt. Ltd and others.",M/S GLS INFRAPROJECTS PVT. LTD AND OTHERS,EC Granted,EC,, 
914,915,SIA/HR/MIS/163736/2020,SEIAA/HR/2020/319 hard copy to be submitted,"Affordable Group Housing Colony ""Green Avenue""",S3 INFRABUILD LLP,EC Granted,EC,, 
915,916,SIA/HR/MIS/101097/2019,"SEIAA/HR/19/133

Hard copy to be submitted",Affordable Group Housing Colony,JOTINDRA STEEL AND TUBES LIMITED,EC Granted,EC,, 
916,917,SIA/HR/MIS/150300/2020,SEIAA/HR/2020/277 hard copy to be submitted,"EXPANSION OF WAREHOUSE PROJECT ""R. J. LOGISTICS PARK""",R. J. LOGISTICS PARK,EC Granted,EC,, 
917,918,SIA/HR/MIS/59736/2020,SEIAA/HR/2020/335 hard copy to be submitted,"Proposed Plotted Colony On 22.62 Acres Land Under Ddjay Scheme At Village Behrampur And Ullawas, Sector-61, Gurugram",M/S COMMANDER REALTORS PRIVATE LIMITED & OTHERS,EC Granted,EC,, 
918,919,SIA/HR/MIS/171890/2020,SEIAA/HR/2020/315 hard c opy to be submitted,Revision and Expansion of Warehouse/Industrial Storage/Logistics/Assembling Park,INDOSPACE LUHARI 3E PVT. LTD.,EC Granted,EC,, 
919,920,SIA/HR/MIS/192804/2021,SEIAA/HR/2021/389 hard copy to be submitted,Affordable Group Housing Colony “ROF ATULYAS”,PEGASUS LAND AND HOUSING PVT. LTD.,EC Granted,EC,, 
920,921,SIA/HR/MIS/237772/2021,SEIAA/HR/2021/474,"Proposed Commercial Plotted Colony (SCO) “Bestech Central Boulevard” Village-Hayatpur, Sec-88, Gurugram, Haryana by M/s Bestech India Pvt. Ltd","PROPOSED COMMERCIAL PLOTTED COLONY (SCO) “BESTECH CENTRAL BOULEVARD” VILLAGE-HAYATPUR, SEC-88, GURUGRAM, HARYANA M/S BESTECH INDIA PVT. LTD.",EC Granted,EC,, 
921,922,SIA/HR/MIS/68105/2021,SEIAA/HR/2022/139,"ENVIRONMENT CLEARANCE FOR PROPOSED GROUP HOUSING PROJECT (25.087 ACRES), VILLAGE MAIDAWAS, SECTOR-63, GURUGRAM, HARYANA",M/S DLF HOME DEVELOPERS LIMITED,EC Granted,EC,, 
922,923,SIA/HR/MIS/210791/2021,,"Proposed 341 Bedded Government Hospital, Bhiwani, Haryana","DIRECTORATE OF MEDICAL EDUCATION & RESEARCH, HARYANA",Delisted,EC,, 
923,924,SIA/HR/MIS/201346/2021,SEIAA/HR/2021/404,"Proposed Commercial Colony on 3.88125 Acres in Sector 59 and 60, Village Ullawas, Gurgaon Manesar Urban Complex, Haryana",M/S NOVA REALTORS PVT LTD,EC Granted,EC,, 
924,925,SIA/HR/MIS/112758/2019,SEIAA/HR/19/188,Expansion of Non Agro Warehouse,ALL CARGO MULTIMODEL PVT LTD,EC Granted,EC,, 
925,926,SIA/HR/MIS/97691/2019,"SEIAA/HR/19/127

Hard copy to be submitted",Affordable Group Housing Colony,AGRANTE REALTY LTD,Delisted,EC,, 
926,927,SIA/HR/MIS/31304/2019,,IT OFFICE COMPLEX,SFG EXPORTS (INDIA) PVT. LTD.,Delisted,EC,, 
927,928,SIA/HR/MIS/31385/2019,21-114/2018-IA-III,,FAITH BUILDTECH PVT LTD,Delisted,EC,, 
