"","X...","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"5693",6,"SIA/RJ/MIN/183368/2020","14675","Masonary Mining Project (ML Area-1.00 ha. and M.L. No.- 335/07 with production capacity of 2,41,800 TPA (ROM) located Near Village- Basawta, Tehsil- Buhana, Distt- Jhunjhunu, (Rajasthan) by Shri Vishal Mittal S/o Shri Vinod Kumar Mittal","VISHAL MITTAL S/O SHRI VINOD KUMAR MITTAL","EC Granted - Processed offline","EC",NA
"5694",7,"SIA/RJ/MIN/200305/2021","15067","Environmental Clearance for Granite Mining Project (ML Area-3.3123 ha ML No.-07/2021) with production capacity of 3,00,000 TPA (ROM) located at Near Village-Baghera, Tehsil-Kekri, Distt.-Ajmer(Rajasthan) by M/s. Shree Brahmani Granites","M/S SHRI BRAHMANI GRANITES","EC Granted - Processed offline","EC",NA
"5695",8,"SIA/RJ/MIN/200325/2021","15122","Granite Mining Project, M.L. No. 06/2021","M/S ONKAR GRANITE","EC Granted - Processed offline","EC",NA
"5696",9,"SIA/RJ/MIN/199882/2021","15479","Katar Granite Mining Project M.L No 141/2019","SHR KAILASH MEENA","EC Granted - Processed offline","EC",NA
"5697",10,"SIA/RJ/MIN/39950/2016","","Kalwan Masonary Stone Mine ( M L NO. 258/08)","MS SHIVAM STONE CRUSHER","TransferToDEIAA","EC",NA
"5698",1,"SIA/RJ/MIN/52004/2016","","Sapol Marble Mining Project (M.L. No 1171/89) Area 1.00 hectt.","VISWAKARMA MARMO MINE PVT LTD","Under examination of SEIAA - Processed offline","EC",NA
"5699",2,"SIA/RJ/MIN/39827/2016","","Shitla Ka Chora Patti katla Quarry Licence Area (Q.L. No-11)","SH MADAN SINGH RAWAT","Under examination of SEIAA - Processed offline","EC",NA
"5700",3,"SIA/RJ/MIN/38002/2016","","Masonry Stone Mining Project,  M.L. No.-130/97, Area 1.00 Ha., located n/v - Saiwad, Tehsil - Jamwa Ramgarh, District – Jaipur (Rajasthan) of Smt. Utsav kanwar","SMT UTSAV KANWAR","TransferToDEIAA","EC",NA
"5701",4,"SIA/RJ/MIN/54977/2016","","PAKHAND QUARTZ & FELDSPAR MINE 42/2013
APPLICANT SH. KRISHNA AVATAR SWAMI","ROYAL MINING","Under examination of SEIAA - Processed offline","EC",NA
"5702",5,"SIA/RJ/MIN/38843/2016","","Awada Limestone (Crusher) Mining Project(M.l. No.- 49/2002)","MADAN KUNWAR","TransferToDEIAA","EC",NA
"5703",6,"SIA/RJ/MIN/41148/2016","","China clay silica sand minning Project
ML No.-2-90
Area-4.90 Hect.
Lessee-Indira Mittal
Near village-Ramthara, Tehsil- Sapotra, Dist-Karauli(Raj)","INDIRA MITTAL","Under examination of SEIAA - Processed offline","EC",NA
"5704",7,"SIA/RJ/MIN/50904/2016","","Proposed Granite Mining Project
M.L.No. 08/95, N/v- Rakhi, Teh. Siwana, Dist. Barmer","NAR SINGH","Under examination of SEIAA - Processed offline","EC",NA
"5705",8,"SIA/RJ/MIN/57807/2016","","Proposed Bhuchara Quartz & Feldspar (Minor mineral) Mine, M.L. No 06/2000,","OVERSEAS MIN TECH CONSULTANT","Under examination of SEIAA - Processed offline","EC",NA
"5706",9,"SIA/RJ/MIN/58219/2016","","China Clay Mining Project (M.L.No.–16/2013, Area – 4.1304 Ha.) located n/v-Junjala, Tehsil-Jayal, District-Nagaur, Rajasthan of M/s. Om Sai Mines & Minerals","MS OM SAI MINES MINERALS","Under examination of SEIAA - Processed offline","EC",NA
"5707",10,"SIA/RJ/NCP/59970/2016","","RICCO Anandam Homes","RICCO DEVELOPERS PVT LTD","Under examination of SEIAA - Processed offline","EC",NA
"5708",1,"SIA/RJ/MIN/217705/2021","15512","M/s V Cube Ventures Pvt. Ltd., Bhacheriya, Granite Mining Project, (Plot No. 95/2021)","M/S V CUBE VENTURES PVT. LTD.","Delisted","EC",NA
"5709",2,"SIA/RJ/MIN/54963/2016","","Tavidar Masonry Stone Mine (ML No. 3028/1995)","MADANRAJ","Under examination of SEIAA - Processed offline","EC",NA
"5710",3,"SIA/RJ/MIN/54966/2016","","SANDSTONE MINING PROJECT (Q.L. No. 134)
BHALU-B QUARY BOUNDARY","SHRI BHAWRA RAM","Under examination of SEIAA - Processed offline","EC",NA
"5711",4,"SIA/RJ/MIN/55422/2016","","SANDSTONE MINING PROJECT (Q.L. No. 734)
(SOMANADA QUARY BOUNDARY)","MEGHARAM","Under examination of SEIAA - Processed offline","EC",NA
"5712",5,"SIA/RJ/MIN/55686/2016","","QL NO 165 SOMANADA SAND STONE MINING PROJECT","SHRI TILA RAM JI","Under examination of SEIAA - Processed offline","EC",NA
"5713",6,"SIA/RJ/MIN/57524/2016","","Masonry Stone Mining Project, M.L. No. 388/05, M.L. Area- 1.0 ha., Near Village – Bhageshwar, Tehsil– Neem Ka Thana, District– Sikar (Raj.)","MR BHAWANI","Under examination of SEIAA - Processed offline","EC",NA
"5714",10,"SIA/RJ/MIN/39474/2016","","Swa Old QL area (plot no 407)","MR BAL KISHAN","Under examination of SEIAA - Processed offline","EC",NA
"5715",1,"SIA/RJ/MIN/53204/2016","","MICA, FELDSPAR & QUARTZ MINES M.L. NO. 41/2000 NEAR VILLAGE HATHISAR TEHSIL ASIND DISTT. BHILKWARA","JAGDISH JI VAISHNAV","Under examination of SEIAA - Processed offline","EC",NA
"5716",5,"SIA/RJ/MIN/31632/2019","","Granite & Masonry Stone Mining Project (M.L No.-166/02, Area – 1.0 Ha.) Near village –Patan, Tehsil–Kishangarh, District – Ajmer (Rajasthan) by M/s. Jaipur Mines.","JAIPUR MINES","Pending at PP due to eds","EC",NA
"5717",6,"SIA/RJ/MIN/32096/2019","","Richhi Ka Bariya Granite Mining Project Plot No 19/2018","M/S MAHAVEER GRANITES","Pending at PP due to eds","EC",NA
"5718",8,"SIA/RJ/MIN/56462/2016","","SANDSTONE MINING PROJECT(Q.L N0-06)BHOMIYA JI KA THAN","HANIF KHAN JII","Under examination of SEIAA - Processed offline","EC",NA
"5719",9,"SIA/RJ/MIS/67198/2017","","Group Housing Project “Uday Raj”","UDAY RAJ PALACE PVT LTD","Under examination of SEIAA - Processed offline","EC",NA
"5720",10,"SIA/RJ/MIN/54388/2016","","Sandstone Mining Project(Q.L.NO-3) GIRJO JI KHO QUARRY BOUNDARY","MAGE KANWAR","Under examination of SEIAA - Processed offline","EC",NA
"5721",1,"SIA/RJ/MIN/59139/2020","15176","Shambhugarh Quartz & Feldspar Cluster Mining Project (Ref. No. 2018100001132), M.L No- 75/2018, at Khasra No –1176, 1177, Near village- Shambhugarh, Tehsil- Asind, District- Bhilwara, Rajasthan","SHMT PARSI DEVI","EC Granted","EC",NA
"5722",2,"SIA/RJ/MIN/48078/2016","","QL NO. 596 KERU SANDSTONE","UDAIPUR MIN TECH  PVT  LTD","Under examination of SEIAA - Processed offline","EC",NA
"5723",3,"SIA/RJ/MIN/39248/2016","","Shitla ka Chora patti Katla Licence Area (Q.L. No-73)","SH DAMODAR PRASAD KANCHAL","Under examination of SEIAA - Processed offline","EC",NA
"5724",4,"SIA/RJ/MIN/40433/2016","","Bajta Masonary Stone Mining Project (ML. No.- 39/1999) Area-1.00 Hect.","RAJANI CHAUDHARY","TransferToDEIAA","EC",NA
"5725",5,"SIA/RJ/MIN/40809/2016","","Kakrala Masonary Stone Mining Project (M.L. No. 543/2004)","MADAN MOHAN SHARMA","Under examination of SEIAA - Processed offline","EC",NA
"5726",6,"SIA/RJ/MIN/54603/2016","","Proposed Sand Stone Quarry Boundary QL No.
589 Somanada Teh. Shergarh Distt. Jodhpur
Cluster No. 1","SAMPAT LAL","Under examination of SEIAA - Processed offline","EC",NA
"5727",7,"SIA/RJ/MIN/51973/2016","","kachariya khedi c q.l. area plot no.-34","BAGDI BAI","Under examination of SEIAA - Processed offline","EC",NA
"5728",9,"SIA/RJ/MIN/38306/2019","11773","SANJAY BHARDWAJ (PLOT - 38)","SANJAY BHARDWAJ","EC Granted - Processed offline","EC",NA
"5729",10,"SIA/RJ/MIN/134926/2020","13420","Granite & Masonry Stone Mining Project, M.L. No. 20/2018","SHREE SHAKTI MINES &MINERALS & RASHLEELA ENTERPRISES","EC Granted - Processed offline","EC",NA
"5730",9,"SIA/RJ/MIN/56066/2016","","QL NO 188 BHANWARA RAM SOMANADA SAND STONE MINING PROJECT","KP CONSULTANTS","Under examination of SEIAA - Processed offline","EC",NA
"5731",10,"SIA/RJ/MIN/38979/2016","","Tihari Quartz & Feldspar Mining Project (M.L. No. 294/2007) Area 4.00 Hect.","JAI JINENDRA MARBLE","TransferToDEIAA","EC",NA
"5732",1,"SIA/RJ/MIN/222483/2021","15674","Expansion of Masonry Stone & Mineral Inclusion of Quartzite Mining Project","M/S SHRI VINAYAK INDUSTRIES","EC Granted","EC",NA
"5733",2,"SIA/RJ/MIN/219549/2021","15722","“Kuhara, Kalyanpura Masonry Stone Mining” Ref. No.-20201000025260, Area – 1.1410 Ha., Khasra No.- 547,548,549 & 595  with production capacity- 2,21,310 TPA (ROM) located near village- Kuhara, kalyanpura, Tehsil- Kotputali, Dist- Jaipur","M/S BHAIRUBABA MINES","EC Granted","EC",NA
"5734",3,"SIA/RJ/MIN/219517/2021","","Buchara Masonary Stone Mine ( Plot No. 04)","SMT. SAPNA SHARMA","Pending at PP due to eds","EC",NA
"5735",4,"SIA/RJ/MIN/41765/2016","","SINDRUMASONARYSTONEMINE","MANJUDEVI","Under examination of SEIAA - Processed offline","EC",NA
"5736",2,"SIA/RJ/MIN/133491/2019","13315","Masonary Stone Mining Project (M.L.No.-48/2019, Area –1.0024 Ha.) with Production capacity is 52500 TPA(ROM){Saleable Mineral-42000 TPA & Waste- 10500 TPA}, N/v- Goredi, Tehsil- Ladnun & District- Nag","SH. LUNA RAM & SH SHOKAT KHAN","EC Granted - Processed offline","EC",NA
"5737",3,"SIA/RJ/MIN/215789/2021","15486","Proposed Granite Mining Project, Reference No. 20211000031737, Area: 1.2722 Ha, at Khasra No. 968/1, 969, 970 of Village- Syah, Tehsil- Malpura, District- Tonk (Rajasthan) by M/s. Sarang Granite","M/S. SARANG GRANITE","EC Granted - Processed offline","EC",NA
"5738",5,"SIA/RJ/MIN/189707/2020","189707","Masonary Stone Mining Project","SHRI CHAMNARAM","EC Granted - Processed offline","EC",NA
"5739",1,"SIA/RJ/MIN/51952/2016","","KACHARIYA KHEDI-C Q.L. AREA PLOT NO.-158","BAGDI BAI","Under examination of SEIAA - Processed offline","EC",NA
"5740",2,"SIA/RJ/MIN/37281/2019","14469","Shri Simardeep Singh Bodki Quartz & Feldspar Mining project (Plot No.- 19/2018)","SHRI SIMARDEEP SINGH","EC Granted - Processed offline","EC",NA
"5741",3,"SIA/RJ/IND/17275/2013","","Patel Phoschem Pvt Ltd","PATEL PHOSCHEM PVT LTD","Under examination of SEIAA - Processed offline","EC",NA
"5742",4,"SIA/RJ/MIN/166637/2020","14183","Shri Madan Lal Sharma, Sarkan Kopcha/Dharti Mata Masonary Stone Mining Project (Delineated Plot No. 9)","SHRI MADAN LAL SHARMA","EC Granted - Processed offline","EC",NA
"5743",5,"SIA/RJ/MIN/56310/2016","","BALESAR SANDSTONE MINING PROJECT QL No 1707
(Bhomiya Ji Ka Than Quarry Boundary)","PUJADEVI BKT","Under examination of SEIAA - Processed offline","EC",NA
"5744",6,"SIA/RJ/MIN/56322/2016","","QL NO 153 BALESAR SATTA","SHRI RAWAL RAM JI","Under examination of SEIAA - Processed offline","EC",NA
"5745",7,"SIA/RJ/MIN/52227/2016","","QL. NO. 69 PABUMAGRA SANDSTONE","UDAIPUR MIN TECH  PVT  LTD","Under examination of SEIAA - Processed offline","EC",NA
"5746",8,"SIA/RJ/MIN/173448/2020","14364","Shri Ratan Lal Gadri S/o Shri Kaluram Gadri Masonry Stone Mining Project (Plot No.- 05/2019, Area – 1.00 Ha.) Near Village- Jashma, Tehsil – Bhupalsagar, District – Chittorgarh (Rajasthan)","SHRI RATAN LAL GADRI S/O SHRI KALURAM GADRI","EC Granted - Processed offline","EC",NA
"5747",9,"SIA/RJ/MIN/134610/2020","13475","Chak No.7 Gangapura Ball Clay, Fire Clay, China Clay, Red Ochre, Yellow Ochre, Silica Sand Mine  ML No. 31/2019","SHR OM PRAKASH","Delisted","EC",NA
"5748",10,"SIA/RJ/MIN/150315/2020","","Smt. Indira Devi Dhakar W/o Shri Radheshyam Dhakar & Co-tenants Sandstone Project, Q.L. No.- 13/2018 (Reference No.- 2018100001366) Area- 1.0642 Ha., N/v- Nayanagar, Tehsil- Bijoliya, District- Bhilwa","SMT. INDIRA DEVI DHAKAR W/O SHRI RADHESHYAM DHAKAR & CO-TENANTS","Delisted","EC",NA
"5749",3,"SIA/RJ/MIN/51084/2016","","SALARMALA Q.L. AREA PLOT NO.-246","BHERU LAL","Under examination of SEIAA - Processed offline","EC",NA
"5750",4,"SIA/RJ/MIN/51808/2016","","KHODIP  Q.L. AREA PLOT NO.-367 A","BAGDI BAI","Under examination of SEIAA - Processed offline","EC",NA
"5751",5,"SIA/RJ/MIN/54559/2016","","Sandstone mining Project ( Q L No. 1287 ) Bhomiya Ji Ka Than","GULAB","Under examination of SEIAA - Processed offline","EC",NA
"5752",6,"SIA/RJ/MIN/54938/2016","","BALESAR SANDSTONE MINING PROJECT (Q.L No.2470)Bhomiya Ji Ka Than","SHRI MANGA RAM","Under examination of SEIAA - Processed offline","EC",NA
"5753",7,"SIA/RJ/MIN/55134/2016","","BALESAR SANDSTONE MINING PROJECT (QL No 2028) Bhomiya Ji Ka Than Quarry Boundary","PRAHALAD RAM","Under examination of SEIAA - Processed offline","EC",NA
"5754",10,"SIA/RJ/IND2/50276/2012","465","Expansion of synthetic organic chemicals by Ranka Organics Pvt. Ltd.","RANKA ORGANICS PRIVATE LIMITED","EC Granted - Processed offline","EC",NA
"5755",2,"SIA/RJ/MIN/43183/2019","12637","Granite Mining Project (M.L. No. 120/2018, Production Capacity – 91663 TPA (ROM) {Saleable Mineral 54998 TPA, Waste 36665 TPA} Area-2.7514 Hectare, Village- Sabdara, Tehsil Asind, & Distt. Bhilwara (R","SH RISHABH MEWARA","EC Granted - Processed offline","EC",NA
"5756",1,"SIA/RJ/MIN/39043/2016","","BEHRDA SANDSTONE MINE 
M.L. NO. 121/2001","MUKESH KUMAR","Under examination of SEIAA - Processed offline","EC",NA
"5757",2,"SIA/RJ/MIN/186602/2020","14689","Ball Clay Mining Project Reference No.- 20201000016848","M/S J.L. DAGA MINES AND MINERALS PVT. LTD.","EC Granted - Processed offline","EC",NA
"5758",3,"SIA/RJ/MIN/40168/2019","12124","M/S Brij Gopal Construction Co. Pvt. Ltd. And Ram K Infrastructure Ltd. (JV) Barmsar Masonary Stone STP Project (STP No.-7, Khasra No. 708,709)","M/S BRIJ GOPAL CONSTRUCTION CO. PVT. LTD.  AND RAM K INFRASTRUCTURE LTD. (JV),","EC Granted - Processed offline","EC",NA
"5759",5,"SIA/RJ/MIN/163168/2020","14162","Smt. Indira Devi Dhakar W/o Shri Radheshyam Dhakar & Co-tenants Sandstone Project, Q.L. No.- 13/2018 (Reference No.- 2018100001366) Area- 1.0642 Ha., N/v- Nayanagar, Tehsil- Bijoliya, District- Bhilwa","SMT. INDIRA DEVI DHAKAR","EC Granted - Processed offline","EC",NA
"5760",6,"SIA/RJ/MIN/142069/2020","13665","Quartz Mining Project","LAXMAN LAL","EC Granted - Processed offline","EC",NA
"5761",7,"SIA/RJ/MIN/142588/2020","13648","Masonry Stone Mining Project","PANCHWATI FINLEASE PVT LTD","EC Granted - Processed offline","EC",NA
"5762",8,"SIA/RJ/MIN/56009/2016","","QL NO 2697 SMT SANTOSH DEVI BHOMIYA JI KA THAN SAND STONE MINING PROJECT","KP CONSULTANTS","Under examination of SEIAA - Processed offline","EC",NA
"5763",9,"SIA/RJ/MIN/56096/2016","","QL NO 793 SHRI JETHA RAM KALOR A SAND STONE MINING PROJECT","KP CONSULTANTS","Under examination of SEIAA - Processed offline","EC",NA
"5764",1,"SIA/RJ/MIN/34721/2019","13171","Shri Dharm Raj Meena, Menal Sand Stone Mining Project (Q.L.No.- 3/2018)","SHRI DHARM RAJ MEENA","EC Granted - Processed offline","EC",NA
"5765",5,"SIA/RJ/MIN/40370/2019","","Gypsum Permit Area","SH MANGARAM","Delisted","EC",NA
"5766",6,"SIA/RJ/MIN/40973/2019","12302","“Bajri Mining Project, (Ref. No. 2019100005345)”","RAM  CHANDRA","WithdrawEC","EC",NA
"5767",7,"SIA/RJ/MIN/195430/2021","15020","Pindawal Quartz Mine (M.L. No. 12/2019)","SH. SURENDRA SINGH","EC Granted - Processed offline","EC",NA
"5768",8,"SIA/RJ/MIN/231326/2021","","M/s Shree Ram Granite, Mundoti Granite Mining Project (M.L. No. - 40/2021)","M/S R.K. GRANITES","WithdrawEC","EC",NA
"5769",9,"SIA/RJ/MIS/239452/2021","614","Akansha Deep Heights Part 2","AKANSHA INFRA HOUSING PROJECTS","Rejection Letter Granted","EC",NA
"5770",10,"SIA/RJ/MIN/45317/2019","12858","Quartz & Feldspar Mining Project(ML NO 467/2007)","M/S ROOPAM MINERALS","EC Granted - Processed offline","EC",NA
"5771",1,"SIA/RJ/MIN/39343/2016","","MANPURA OLD LIMESTONE KHANDA FARSI (PLOT NO.-233)","MADAN LAL","Under examination of SEIAA - Processed offline","EC",NA
"5772",2,"SIA/RJ/MIS/222229/2021","589","Proposed Group Housing Project ""Geeta""","SHUBHASHISH BUILDERS AND DEVELOPERS","EC Granted","EC",NA
"5773",3,"SIA/RJ/MIN/216923/2021","15442","Salari Granite Applied ML area (M.L. NO.-41/2021, REF. NO.- 20211000036603)","ARINJAY SETHI","EC Granted - Processed offline","EC",NA
"5774",5,"SIA/RJ/MIN/36630/2019","11840","AMLARI GRANITE APPLIED ML (REF 2018100001168)","MADAN RAM MEGHWAL","EC Granted - Processed offline","EC",NA
"5775",6,"SIA/RJ/MIN/31905/2019","11534","Granite & Masonry Stone Mining Project (M.L No.-167/02, Area – 1.0 Ha.) Near village –Patan, Tehsil–Kishangarh, District – Ajmer (Rajasthan) by M/s. Jaipur Mines.","JAIPUR MINES","EC Granted - Processed offline","EC",NA
"5776",7,"SIA/RJ/MIN/52211/2016","","MASONRY STONE MINING PROJECT, M.L.NO.-36/02","JAIDEV SINGH","Under examination of SEIAA - Processed offline","EC",NA
"5777",8,"SIA/RJ/MIN/172251/2020","14331","Shri Ishan Choudhary & Shri Kapil Hudda Alniyawas Granite Mining Project  (Ref. No.- 20201000015965)","SHRI ISHAN CHOUDHARY & SHRI KAPIL HUDDA ALNIYAWAS GRANITE MINING PROJECT  (REF. NO.- 20201000015965)","EC Granted - Processed offline","EC",NA
"5778",9,"SIA/RJ/MIN/56476/2016","","SANDSTONE MINING PROJECT(Q.L NO-394)SOMANADA","HANIF KHAN JI","Under examination of SEIAA - Processed offline","EC",NA
"5779",10,"SIA/RJ/MIN/56477/2016","","SANDSTONE MINING PROJECT(Q.L NO-436)KHUMAN","KHUMA RAM JI","Under examination of SEIAA - Processed offline","EC",NA
"5780",4,"SIA/RJ/MIN/195661/2021","14866","Red Ochre & China Clay Mining Project, M.L. No. 08/2018","KAILASH CHAND JINGAR","EC Granted - Processed offline","EC",NA
"5781",5,"SIA/RJ/MIN/138419/2020","13513","“Granite Mineral Mining Project” (Ref. No.20191000014989, Area – 1.9501 Ha.)with Production Capacity – 245310 TPA (ROM) {Saleable Mineral 147186 TPA  &  Waste 98124 TPA} at Near village– Kurna, Tehsil","SH. MANISH MADERNA","EC Granted - Processed offline","EC",NA
"5782",6,"SIA/RJ/MIN/150013/2020","13849","Setrau Masonry Stone Plot Area. Plot no.31","SMT. JADA KANWAR","EC Granted - Processed offline","EC",NA
"5783",9,"SIA/RJ/MIN/44703/2019","13011","Masonry Stone Mineral Mining Project","SHRI MALA RAM GURJAR","EC Granted - Processed offline","EC",NA
"5784",2,"SIA/RJ/MIN/218083/2021","15805","Tatol Masonry Stone Mining Project, ML No 230/2002","SHRI POPAT LAL S/O SH CHUNA RAM","EC Granted","EC",NA
"5785",3,"SIA/RJ/MIN/64447/2020","15702","Jalodiya Khurd Red Ochre Mine","JALODIYA KHURD RED OCHRE MINE","EC Granted","EC",NA
"5786",4,"SIA/RJ/MIN/221592/2021","15664","Existing mining lease for Marble (Minor Mineral) Mining Project (QL. NO.-265, Area – 1.3378 Ha. with Production capacity -39130 TPA (ROM), Near village – Kola Dungri Range (Bidiyad), Tehsil– Parbatsar, District –Nagaur (Raj.) Shri Mehram, Shri Jawana","MEHRAM, JAWANA RAM AND BHANWARI DEVI","EC Granted","EC",NA
"5787",5,"SIA/RJ/MIN/213698/2021","15365","Sankarpura Masonary Stone STP Area Ref No 20201000021441","M/S DMIA LAND INDIA PVT. LTD.","EC Granted","EC",NA
"5788",6,"SIA/RJ/MIN/139313/2020","13551","Sh. Om Prakash Chaechani & Sh. Satyanarayan Chechani  Thoonka Quartz, Feldspar & Mica Mining Project (ML No. 129/2019)","SH. OM PRAKASH CHECHANI & SH. SATYANARAYAN CHECHANI","EC Granted - Processed offline","EC",NA
"5789",7,"SIA/RJ/MIN/41052/2019","12535","juniya granite & masonry stone applied ml area (93/2018)","DHARMENDRA KUMAR TOSHNIWAL","EC Granted - Processed offline","EC",NA
"5790",9,"SIA/RJ/MIN/42790/2016","","QL NO. 57 DANTALA CHONKHA SANDSTONE","UDAIPUR MIN TECH  PVT  LTD","Under examination of SEIAA - Processed offline","EC",NA
"5791",10,"SIA/RJ/MIN/45533/2019","12875","Ball Clay, Bajri, Silica Sand, Gravel, Kankar and Murrum Mining Project","NAVEEN   JAIN","EC Granted - Processed offline","EC",NA
"5792",1,"SIA/RJ/MIN/52404/2016","","Masonary Stone Mine ( M L NO. 43/94 )","VINOD KUMAR SHARMA","Under examination of SEIAA - Processed offline","EC",NA
"5793",2,"SIA/RJ/MIN/52407/2016","","Masonary Stone Mine ( M L NO. 28/2003 )","BHAGWATI PRASAD","Under examination of SEIAA - Processed offline","EC",NA
"5794",8,"SIA/RJ/MIN/214134/2021","15508","Proposed Project of Bajri Ball Clay, Silica Sand Gravel and Murrum Mining Project (ML Area-3.85 Ha and Ref No.-20019100008652) with Production Capacity-122293 TPA, N/v-Goylari, Tehsil–Kolayat, District-Bikaner, (Rajasthan) By Shri Mangilal S/o shri K","MANGI LAL S/O  KHUMA RAM","Delisted","EC",NA
"5795",9,"SIA/RJ/MIN/215627/2021","15499","Shri Ramesh Chand Gupta  Samri Masonary Stone Mining Project Plot no. 2/2021","SHRI RAMESH CHAND GUPTA","EC Granted","EC",NA
"5796",1,"SIA/RJ/MIN/209796/2021","","Quartz & Feldspar Mining Lease ML No.- 175/09, Area- 4.4111 Ha. at village- Liri, Tehsil- Pisangan, Dist.- Ajmer, Rajasthan","AJAY SINGH TANWAR","Pending at PP due to eds","EC",NA
"5797",2,"SIA/RJ/MIN/57470/2016","","DEVRAJ TEHLAN
M.L. NO.- 413/10, AREA-1.0 HA.,
N/V- KISHORPURA, NEEM KA THANA, SIKAR, RAJASTHAN, QUARTZITE MINING PROJECT","DEVRAJ TEHLAN","Under examination of SEIAA - Processed offline","EC",NA
"5798",3,"SIA/RJ/MIN/207669/2021","15316","“China Clay  (Minor Mineral) Mining Project” [Reference No.-20211000034050] at Near Village-Tangla, Tehsil- Jayal & District – Nagaur (Rajasthan) over an area of 1.0004 Hectare with proposed Production Capacity of 42757 TPA (ROM) by Sh. Hari Ram.","SH HARI RAM","EC Granted - Processed offline","EC",NA
"5799",4,"SIA/RJ/MIN/204667/2021","15230","Shri Rajendra Prasad Katsura Granite Mining Project, (M.L. No. 11/2020)","SHRI RAJENDRA PRASAD","EC Granted - Processed offline","EC",NA
