"","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"387","SIA/BR/MIN/64468/2017","SIA/1(a)/500/17","Sand Mining project at Charhata Aghatpur Ghat on Buddh river","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"388","SIA/BR/MIN/64493/2017","SIA/1(a)/497/17","Sand Mining Project at Siripur Sand Ghat on Falgu River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"389","SIA/BR/MIS/83570/2018","SIA/8(a)/602/18","SAI ENCLAVE
(A Project of Sri Anuanand Construction Pvt Ltd)","SRI ANU ANAND CONSTRUCTION PVT. LTD","Awaiting EC","EC",NA
"390","SIA/BR/MIN/141164/2020","","Brick Earth Mining Project at Mauza- Nabani, P.O- Nabani, P.S- Jhanjharpur, District- Madhubani (Bihar)","M/S- JAGDAMBA INT UDYOG","Delisted","EC",NA
"391","SIA/BR/MIN/30937/2019","SIA/1(a)/550/18","Rampur ghat sand mining project of area 23.5 ha of district Lakhisarai on river Kiul","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"392","SIA/BR/INFRA2/416357/2023","","Proposed Residential Building","RAJIV RANJAN","Delisted","EC",NA
"393","SIA/BR/MIN/131791/2019","","Proposed Brick Earth Mining Project of Area 2.92 Hectare or 7.24 Acre M/s Shree Balajee & Sakambari Int Udyog at Village- Mangalpur, P.O- Malkauli, P.S- Pathkauli, Block- Bagaha- 2, District-West Cham","M/S BALAJEE & SAKAMBARI INT UDYOG","Delisted","EC",NA
"394","SIA/BR/MIN/167383/2020","","BRICK EARTH MINING PROJECT FOR M/S BIHAR INT UDYOG UNIT I MAUZA HASANPUR PIPRA ARWAL AREA 2.54 Ac","M/S BIHAR INT UDYOG UNIT I PROP MD MANWER ALAM","Delisted","EC",NA
"395","SIA/BR/MIN/140310/2020","","BRICK EARTH MINING PROJECT FOR MAUZA SARSI, PALIGANJ, PATNA, AREA 4.26 Ac, 1.72 Ha","M/S LAXMI BRICKS PROP ASHOK KUMAR","Delisted","EC",NA
"396","SIA/BR/MIN/33647/2019","","Sangrampur Sand Ghat on Belharni River","KATYAYNI CONTRACTORS PVT. LTD.","Pending at PP due to eds","EC",NA
"397","SIA/BR/MIN/31513/2019","SIA/1(a)/633/19","Sand mining project at Bindaul ghat on Son river over an area of 24.8 ha in district Patna, Bihar","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"398","SIA/BR/MIN/41334/2019","SIA/1(a)/558/18","Garsanda Sand Ghat","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"399","SIA/BR/MIN/141689/2020","","Proposed Brick Earth Mining Project of Area 3.64 Acres or 1.47 Hectare for M/S  R.V.I Bricks at Vill/ Mauza: Muni Ketsa, P.O- Muni Baikari, P.S- Piyar, Block- Bandra,   District-  Muzaffarpur, State -","M/S R.V.I BRICKS","Delisted","EC",NA
"400","SIA/BR/MIN/144744/2020","","BRICK EARTH MINING PROJECT FOR M/S RADHA BRICKS MAUZA BENI JALALPUR KADWA KATIHAR AREA 3.01 Ac","M/S RADHA BRICKS PROP ANAND KUMAR BUBNA","Delisted","EC",NA
"401","SIA/BR/MIN/18783/2015","SIA/1(a)/451/17","Bhadokhara Stone Mine","MAHADEV ENCLAVE PVT LTD","EC Granted","EC",NA
"402","SIA/BR/MIN/64377/2017","SIA/1(a)/470/17","Sand Mining Project at Karea Ghat on Buddh River.","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"403","SIA/BR/MIN/64491/2017","SIA/1(a)/501/17","Sand Mining Project at Khijarsarai Sand Ghat on Falgu River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"404","SIA/BR/MIN/137970/2020","","M/S GOPAL BRICKS","M/S GOPAL BRICKS","Delisted","EC",NA
"405","SIA/BR/MIN/42101/2019","","Garhi Bisanpur Sand Ghat Mining Project of Area 24.0 Ha District Lakhisarai Bihar on Kiul River.","WESTLINK TRADING PRIVATE LIMITED","Pending at PP due to eds","EC",NA
"406","SIA/BR/MIN/70067/2017","","Proposed Sand Mining Project at Khanetu Sand Ghat on Morhar River","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"407","SIA/BR/MIN/31245/2015","SIA/1(a)/09/2015","BRICK CLAY MINING PROJECT-ABS INT UDYOG-B2","A B S INT UDYOG","Delisted","EC",NA
"408","SIA/BR/MIN/64508/2017","SIA/1(a)/491/17","Sand Mining Project on Thanapar Sand Ghat on Morhar River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"409","SIA/BR/MIN/65390/2017","SIA/1(a)/513/17","Sand Mining Project at Raushanganj Sand Ghat on Morhar River.","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"410","SIA/BR/IND2/16935/2016","SIA/6(b)/434/17","-1","BPCL MUZAFFARPUR POL DEPOT","Delisted","EC",NA
"411","SIA/BR/MIN/31029/2019","SIA/1(a)/621/19","Sand mining project at Imadpur ghat on Son river in district Bhojpur, Bihar","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"412","SIA/BR/MIN/48818/2016","","River
Sand (Minor Mineral) Mining Project for Rohinibhan (Dihari) Ghat (295447.5 TPA),
Area 14.59 ha, in District- Buxar (Bihar)","MS KATYAYNI CONTRACTORS PVT LTD","Delisted","EC",NA
"413","SIA/BR/MIN/48820/2016","","Panchdharwa Ghat (141547.5 TPA), Area 6.99 ha, in District- Buxar (Bihar)","MS KATYAYNI CONTRACTORS PVT LTD","Delisted","EC",NA
"414","SIA/BR/MIN/141153/2020","","Proposed Brick Earth Mining Project of Area 1.62 Hectare Or 4.00 Acre K Lal at  Mauza-  Padmaul,  P.S-  Mainatand,  Block-    Mainatand, District-West Champaran, State  -  Bihar","K LAL","Delisted","EC",NA
"415","SIA/BR/MIN/137972/2020","","Brick Earth Mining Project at Village- Pipralatif, P.O- Pipralatif, P.S- Parbatta, Anchal- Parbatta, District- Khagaria (Bihar)","M/S- STAR BRICKS","Delisted","EC",NA
"416","SIA/BR/MIN/131807/2019","","Bricks Earth Mining Project at Mauza- Korai, P.O- Korai, P.S- Garhpura, District- Begusarai (Bihar)","M/S MUSKAN BRICKS","Delisted","EC",NA
"417","SIA/BR/MIN/60636/2016","SIA/1(a)/378/16","Sand Mining project at Nansagar Ghat","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"418","SIA/BR/MIN/60617/2016","SIA/1(a)/366/16","Proposed Sand Mining Project of Area 23 Ha at Kallu-Gangajal Ghat on Ganga River
of District- Saran of State- Bihar","BROADSON COMODITIES PVT LTD","Delisted","EC",NA
"419","SIA/BR/MIN/34160/2019","","Sitapur kamalpur Sand Ghat on Haiya River","SUJEET KUMAR","Pending at PP due to eds","EC",NA
"420","SIA/BR/MIN/32580/2015","SIA/1(a)/55/2015","Brick Kiln Mining Project","NATIONAL BRICKS FIELD","Delisted","EC",NA
"421","SIA/BR/MIN/36385/2019","","Vill- Bhelu Bigha, P.O- Orro, P.S + Block- Hisua, Dist:- Nawada, State- Bihar.","MS SONA BRICKS WORKS","Pending at PP due to eds","EC",NA
"422","SIA/BR/MIN/31594/2015","SIA/1(a)/35/2015","Brick Clay Mining Project of M/s Balaji  Marka  Bricks","SUNIL KUMAR SINGH","Delisted","EC",NA
"423","SIA/BR/MIN/60620/2016","SIA/1(a)/367/16","Proposed Sand Mining Project of Area 24 Ha at Daftarpur Raharia Ghat on Ganga River
of District- Saran of State- Bihar","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"424","SIA/BR/MIN/31378/2015","SIA/1(a)/16/2015","Clay Mining Project of M/s Rani Int Udyog","RAMASHANKAR YADAV","Delisted","EC",NA
"425","SIA/BR/MIN/140981/2020","","ORDINARY CLAY MINING PROJECT FOR MAUZA DHARAMPUR ROSERA SHIVAJI NAGAR SAMASTIPUR","BSCPL INFRASTRUCTURE LTD. MAUZA DHARAMPUR AREA 12.28 AC","Delisted","EC",NA
"426","SIA/BR/MIN/141003/2020","","ORDINARY CLAY MINING PROJECT FOR MAUZA SHANKARPUR ROSERA SHIVAJI NAGAR SAMASTIPUR AREA 12.17 Ac 4.92 Ha","BSCPL INFRASTRUCTURE LTD. MAUZA SHANKARPUR AREA 12.17 AC","Delisted","EC",NA
"427","SIA/BR/MIN/30840/2015","3477","Bricks Clay Mining Project-PNS Bricks-B2","PNS BRICKS","Delisted","EC",NA
"428","SIA/BR/MIN/148853/2020","","Brick Earth Mauza- Baijal Tetaria, P.O- Buniyadganj, P.S- Muffasil, District- Gaya(Bihar)","M/S DBC ENTERPRISES.","Delisted","EC",NA
"429","SIA/BR/MIS/134870/2020","SIA/8(a)/984/2020","Venus Empire","VENUS STAR CONSTRUCTION PVT LTD","EC Granted","EC",NA
"430","SIA/BR/MIS/156602/2020","SIA/8(a)/1236/2020","Lok Nayak Jai Prakash Narayan Ortho Hospital (LNJP)","LOK NAYAK JAI PRAKASH NARAYAN ORTHO HOSPITAL (LNJP)","EC Granted","EC",NA
"431","SIA/BR/MIN/130263/2019","","Brick Earth Mining Project for M/s Awas Bricks","BRICK  EARTH  MINING  PROJECT","Delisted","EC",NA
"432","SIA/BR/MIN/136501/2020","","Brick Earth Mining Project at Village- Mahadevpur, P.O- Kharik, P.S- Kharik, District- Bhagalpur (Bihar)","M/S-BHAWANI BRICKS INT UDYOG","Delisted","EC",NA
"433","SIA/BR/MIN/129290/2019","","Sand Mining Project at Simiaahi  Sand Ghat (4.75 Ha.) on Budhnad  riverbed in Sitamarhi district of Bihar","NAVEENKUMAR SITAMARHI","Delisted","EC",NA
"434","SIA/BR/MIN/33996/2019","","Proposed Sand Mining Project  of area  1.0  ha at  Bhalua Ghat on  Bhalua River of District- Sheikhpura of State-Bihar","MS KATYAYNI CONTRACTORS PRIVATE LIMITED","Pending at PP due to eds","EC",NA
"435","SIA/BR/MIN/65383/2017","SIA/1(a)/510/17","Sand Mining project at Baltharwa ghat on Morhar river","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"436","SIA/BR/MIN/31363/2015","SIA/1(a)/13/2015","L.B.F Bricks Udyog","YADUNANDAN CHAUHAN","Delisted","EC",NA
"437","SIA/BR/MIN/64397/2017","SIA/1(a)/498/17","Sand Mining Project at Mathiyapar Sand Ghat on Falgu River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"438","SIA/BR/MIN/64347/2017","SIA/1(a)/487/17","Sand Mining Project at Madarpur & Dhamaniya Sand Ghat on Morhar River.","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"439","SIA/BR/MIN/64369/2017","SIA/1(a)/473/17","Sand Mining Project at Sikandarpur Sand Ghat on Dhadhar River.","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"440","SIA/BR/MIN/30170/2015","3432","BHAWAN INT UDYOG","BHAWAN INT UDYOG","Delisted","EC",NA
"441","SIA/BR/MIN/31611/2015","SIA/1(a)/40/2015","M/s Bajrang Bricks Company","NIKHIL KUMAR","Delisted","EC",NA
"442","SIA/BR/INFRA2/416750/2023","SIA/8(a)/2310/2023","WINSOME ICON (Commercial Cum Residential Building project of M/s Winsome Realtors)","WINSOME REALTORS","EC Granted","EC",NA
"443","SIA/BR/MIN/31397/2019","SIA/1(a)/649/19","Sand mining project on Baga Bhikamchak ghat on Son river of District Bhojpur, Bihar","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"444","SIA/BR/MIN/59798/2016","","“SAHORA GHAT ON MAHANI RIVER”","NM FOOD PRODUCT PVT LTD","TransferToDEIAA","EC",NA
"445","SIA/BR/MIN/59836/2016","SIA/1(a)/353/16","TULSIPUR 1 2 GHAT OF MAHANIRIVER
TEHSIL TETIHA BAMBOR, DISTRICT MUNGER, BIHAR
M.L. AREA 7.45 HA","NM FOOD PRODUCT PVT LTD","EC Granted","EC",NA
"446","SIA/BR/MIN/59865/2016","","Dogachhi river sand mine","OVERSEAS MIN TECH CONSULTANT","Delisted","EC",NA
"447","SIA/BR/NCP/64080/2017","SIA/8(a)/459/17","Proposed Commercial Project “Delight Mall FO” at Plot No. 49,54,55,56 & 57, Mauza: Jalalpur, Thana-Danapur, District:-Patna,Bihar","MERIDIAN CONSTRUCTION INDIA LIMITED","Delisted","EC",NA
"448","SIA/BR/MIN/130602/2019","","Fatehpur  M/S –Maa Bricks Earth Mining Project ,Mauza- Fatehpur,tana no-25, khata no.-149,908,169 &788. Plot no.-1023, 1020,1061,1062&1053,Area-2.85Ac (1.15ha.)For production capacity5361.30TPA,P.S-Di","M\S MAA BRICKS PROPONENT VINDA RAY","Delisted","EC",NA
"449","SIA/BR/MIN/131128/2019","","Proposed Brick Earth Mining Project of Area 3.00 Acres or 1.21 Hectare for M/S Ambika (Radha) Bricks at Vill- Benipur, P.O – Karauta, P.S- Salimpur, Block- Bakhtiyarpur District- Patna, State – Bihar","M/S AMBIKA (RADHA) BRICKS","Delisted","EC",NA
"450","SIA/BR/IND/18661/2017","","SHIVSHIVA STEEL PVT LTD","SHIVSHIVA STEEL PVT LTD","EC Granted","EC",NA
"451","SIA/BR/MIN/31546/2019","SIA/1(a)/630/19","Sand mining project at Mekra ghat over an area of 22 ha in district Patna, Bihar","BROADSON COMODITIES PVT LTD","Rejection Letter Granted","EC",NA
"452","SIA/BR/MIN/146906/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD","BSCPL INFRASTRUCTURE LTD MAUZA CHHARAPATTI AREA 5.65 AC","Delisted","EC",NA
"453","SIA/BR/MIN/60663/2016","SIA/1(a)/383/16","Sand mining project, at Katesar ghat","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"454","SIA/BR/MIN/31505/2015","SIA/1(a)/21/2015","BRICK CLAY MINING - R.K BRICKS- B2","R K BRICKS","Delisted","EC",NA
"455","SIA/BR/MIN/148472/2020","","Proposed Brick Earth Mining Project of Area 4.08 Acres or 1.65 Hectare for M/S  Shree Kamalia Udyog  at Mauza- Hatho Chak, P.O- Bahadurpur, P.S + Block- Rajauli,   District- Nawada, State - Bihar","M/S SHREE KAMALIA UDYOG","Delisted","EC",NA
"456","SIA/BR/MIN/60868/2016","SIA/1(a)/398/16","Sand Mining Project at Hardi Chapra Ghat on river Ganga","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"457","SIA/BR/MIS/115168/2019","SIA/8(a)/692/19","SHRI RAM JANAKI MEDICAL COLLEGE & HOSPITAL AT SAMASTIPUR,  (BIHAR)","DEPARTMENT OF HEALTH GOVERMENT OF BIHAR","EC Granted","EC",NA
"458","SIA/BR/MIN/131742/2019","","Proposed Brick Earth Mining","MS JIYA BRICKS","Delisted","EC",NA
"459","SIA/BR/MIN/146455/2020","","Brick Earth Mining Project at Mauza- Shahpur, P.O- Daudpur, P.S - Shahpur, District- Patna(Bihar)","M/S PUJA BRICKS","Delisted","EC",NA
"460","SIA/BR/MIN/146884/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE  LTD.","BSCPL INFRASTRUCTURE LTD MAUZA MADAR AREA 9.36 AC","Delisted","EC",NA
"461","SIA/BR/MIN/71034/2017","SIA/1(a)/530/18","STONE MINING PROJECT AT BLOCK NO-28","SHRI RAVISHANKAR KUMAR DEOGHAR (JHARKHAND)","Delisted","EC",NA
"462","SIA/BR/MIN/64473/2017","SIA/1(a)/496/17","Sand mining Project at Moratal ghat on Mohana river","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"463","SIA/BR/MIN/31469/2019","SIA/1(a)/644/19","Sand mining project on Phulari ghat on Son river in district Bhojpur, Bihar","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"464","SIA/BR/MIN/177020/2020","","Sarpani Soil Brick Mine","MS R.K.S MARKA","Delisted","EC",NA
"465","SIA/BR/MIN/136524/2020","","BRICK EARTH MINING PROJECT FOR M/S AMAN BRICKS MAZUA GORGAON KORHA KATIHAR AREA 2.33 Ac, 0.94 Ha","M/S AMAN BRICKS PROP MD AMIR HUSSAIN","Delisted","EC",NA
"466","SIA/BR/MIS/121345/2019","SIA/8(a)/698/19","Proposed Group Housing “Rose Valley” at Plot No.-370, 371, 372 and 380, Mauza- Nasirpur Tajpur, Thana- Didarganj, District- Patna, Bihar","MS ASHIRWAD ENGICON PRIVATE LIMITED","EC Granted","EC",NA
"467","SIA/BR/MIN/132625/2019","","Proposed Brick Earth Mining","MS SHIVAM BRICKS INDUSTRIES","Delisted","EC",NA
"468","SIA/BR/MIN/30896/2019","SIA/1(a)/618/19","Sand mining project at Jalpura Masaurha ghat over an area of 24.9 ha in district Patna, Bihar","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"469","SIA/BR/MIN/35849/2019","","Proposed Brick Earth Mining Project of Area 2.68 Acres or 1.08 Hectare for M/s  Om Sai Bricks at Mauza- Malahi Diara, P.O + P.S + Block- Barh, District- Patna, State- Bihar","MS OM SAI BRICKS","Pending at PP due to eds","EC",NA
"470","SIA/BR/MIN/35128/2019","","BRICK EARTH MINING FOR MAA SHOBHA BELHAR","SHOBHA BRICKS BELHAR","Delisted","EC",NA
"471","SIA/BR/MIN/66098/2017","","Sand Mining Project at Giddheshwar Sand Ghat on Kiul River.","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"472","SIA/BR/MIN/133871/2019","","Bhelwa, P.S - Simraha (Khasra/Plot(s) No. 1067, 1154, 1264, 1265, 1266, 1273, 1316 & 1339) soil brick mining project.","M/S SRI LAXMI ENTERPRISES","Delisted","EC",NA
"473","SIA/BR/MIN/41912/2019","","Proposed Sand Mining Project of Area 2.50 Ha at Batardeh Jokaha  Ghat on Gandak River of District-Gopalganj of State-Bihar.","MR KAMAKHYA MISHRA","Pending at PP due to eds","EC",NA
"474","SIA/BR/MIN/66114/2017","SIA/1(a)/594/18","Sand Mining Project at Lakhanpur Sand Ghat on River kiul","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"475","SIA/BR/MIN/30095/2015","3433","KISAN BRICKS","BUDHIMATI  INTERNATIONAL MINE TECH AND ENVIRONMENTAL CONSULTANCY PVT LTD","Delisted","EC",NA
"476","SIA/BR/MIN/177291/2020","","M/s R.S.S.S.K.S. Bricks","R.S.S.S.K.S. BRICKS","Delisted","EC",NA
"477","SIA/BR/MIN/153144/2020","","Brick Clay Mining Village- Anjanwan, P.O- Madanpur, P.S- Madanpur, District- Aurangabad (Bihar).","USHA BRICKS ENTERPRISES","Delisted","EC",NA
"478","SIA/BR/MIN/41076/2019","SIA/1(a)/579/18","Parsa Sand Ghat","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"479","SIA/BR/MIN/188249/2020","","BSCPL INFRASTRUCTURE LTD AREA 1.61AC","BSCPL INFRASTRUCTURE LTD AREA 1.61 AC","Delisted","EC",NA
"480","SIA/BR/MIN/130932/2019","","M/S. RAHUL BRICKS","M/S. RAHUL BRICKS","Delisted","EC",NA
"481","SIA/BR/MIN/31839/2015","SIA/1(a)/53/2015","BolBam Int Udyog","SANJAY KUMAR","Delisted","EC",NA
"482","SIA/BR/MIN/34694/2019","","Proposed Sand Mining Project of area 4.20 ha at Mohanpur Ghat  on Gandak River of District- Begusarai of State-Bihar","RADHA SWAMI AUTOMOBILES","Pending at PP due to eds","EC",NA
"483","SIA/BR/MIN/31474/2019","SIA/1(a)/634/19","Sand mining project at Bindaul ghat 1 on Son river over an area of 24.9 ha in district Patna, Bihar","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"484","SIA/BR/MIN/34641/2019","","Hasuaha Ghat on Burhi Gandak River","VINAY  KUMAR","Pending at PP due to eds","EC",NA
"485","SIA/BR/IND/73390/2021","SIA/3(a)/1849/2021","M/s Tejas Iron & Steel Pvt. Ltd.","M/S TEJAS IRON & STEEL PVT. LTD.","EC Granted","EC",NA
"486","SIA/BR/MIN/167372/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUZA SHANKARPUR","BSCPL INFRASTRUCTURE LTD MAUZA SHANKARPUR AREA 8.36","Delisted","EC",NA
"487","SIA/BR/MIN/162933/2020","","B2 ALL COMMO TRADE PVT. LTD.-Brick Earth Mining project","B2 ALL COMMO TRADE PVT. LTD.","Delisted","EC",NA
"488","SIA/BR/MIN/59799/2016","SIA/1(a)/364/16","“BOMBER GHAT ON MAHANI RIVER”","NM FOOD PRODUCT PVT LTD","Delisted","EC",NA
"489","SIA/BR/MIN/138391/2020","","BRICK MINING PROJECT FOR MAUZA MANDACHH, TELHARA, EKANGARSARAI, DISTRICT- NALANDA, AREA 3.33 Ac, 1.34 Ha","M/S SHUBHAM INT UDYOG PROP RAVI RANJAN KUMAR NIRALA","Delisted","EC",NA
"490","SIA/BR/MIS/279226/2022","SIA/8(a)/2038/2022","Government Medical College and Hospital at Arrah, Bhojpur Bihar.","DEPARTMENT OF HEALTH GOVERMENT OF BIHAR","EC Granted","EC",NA
"491","SIA/BR/NCP/79705/2018","SIA/8(a)/598/18","Proposed cultural centre at Bodhgaya, Bihar by M/s Bihar State Tourism Development Corporation (BSTDC)","BIHAR STATE TOURISM DEVELOPMENT CORPORATION (BSTDC)","EC Granted","EC",NA
"492","SIA/BR/MIN/48475/2016","","River Sand (Minor Mineral) Mining Project for Rivers , Mahiyama Ghat,  in Bhagalpur District of Bihar","MS SAINIK FOOD PVT LTD","Delisted","EC",NA
"493","SIA/BR/MIN/130657/2019","","Proposed Brick Earth Mining Project of Area 3.22 Acres or 1.30 Hectare for M/s Maa Tara Int Udyog at Mauza + P.O- Dobhwan, P.S + Block- Pandarakh, District- Patna, State - Bihar","M/S MAA TARA INT UDYOG","Delisted","EC",NA
"494","SIA/BR/MIN/129576/2019","","M/s Anu Bricks","M/S ANU BRICKS","Delisted","EC",NA
"495","SIA/BR/MIN/41681/2019","","SUGAULI & CHAND PARSA BALU GHAT","VINAY KUMAR   DISTRICT EAST CHAMPARAN","Pending at PP due to eds","EC",NA
"496","SIA/BR/MIN/138818/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD  MAUZA HARDIYA CHAUTHAM KHAGARIA","BSCPL INFRASTRUCTURE LTD. MAUZA HARDIYA AREA 12.29 ACC","Delisted","EC",NA
"497","SIA/BR/MIN/135758/2020","","Proposed Brick Earth Mining Project of Area 1.21 Hectare Or 3.00 Acre  M/s Chandani Int Udyog at Mauza- Matiaria, P.O + P.S + Block: Lauria, District-West Champaran, State – Bihar","M/SCHANDANI INT UDYOG","Delisted","EC",NA
"498","SIA/BR/MIN/59800/2016","","“SANGRAMPUR OF BELHARNI RIVER”","NM FOOD PRODUCT PVT LTD","TransferToDEIAA","EC",NA
"499","SIA/BR/MIN/59807/2016","","Balu/ Sand Mining (Minor Mineral) Category- B2 (M.L. Area- 4.5 ha) with Production Capacity of 37500 TPA at Parham Ghat of Ganga River in Tehsil: Jamalpur, District: Munger (Bihar).","NM FOOD PRODUCT PVT LTD","TransferToDEIAA","EC",NA
"500","SIA/BR/MIN/140089/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUZA KHIRNIYA","BSCPL INFRASTRUCTURE LTD. MAUZA KHIRNIYA AREA 12.21 AC 4.94 HA","Delisted","EC",NA
"501","SIA/BR/MIN/130233/2019","","Proposed Brick Earth Mining Project of Area 3.47 Acres or 1.40 Hectare for M/s Shiva Bricks at Vill- Maranchi, Mauza: Maranchi Bariyar, P.O: Maranchi, P.S: Maranchi, Block-Mokama, District-Patna, Stat","M/S SHIVABRICKS","Delisted","EC",NA
"502","SIA/BR/MIN/31509/2019","SIA/1(a)/629/19","Sand mining project at TV Senetorium ghat on Son river in district Bhojpur, Bihar","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"503","SIA/BR/MIN/140279/2020","","BRICK EARTH MINING PROJECT FOR MAUZA KHAJARI, SADAR, DARBHANGA, AREA 3.01 Ac 1.22 Ha","M/S KRISHNA ENTERPRISES PROP KRISHNA KANHAIYA","Delisted","EC",NA
"504","SIA/BR/MIN/30927/2019","SIA/1(a)/547/18","Gurdih Sand Ghat Mining Project of area 18.5 Ha District Lakhisarai Bihar on Kiul River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"505","SIA/BR/MIS/66588/2021","21-89/2021-IA-III","Proposed Expansion Residential Building “Star Galaxy” at Mauza-Simlimurararpur, Khata No. 89, Khesra No. 1574 (Part), 1579 & 1580 (Part), 1581, 1594 & 1595, Dist - Patna, Bihar By M/s Sai Shree Balajee Homes Pvt. Ltd.","M/S SAI SHREE BALAJEE HOMES PVT. LTD.","WithdrawEC","EC",NA
"506","SIA/BR/MIN/139040/2020","","Baramdia (Khasra/Plot(s) No. 2409, 2492, 2461 & 2407) soil brick mining project.","M/S BEDAMI GANGA TRADING CO. PVT. LTD","Delisted","EC",NA
"507","SIA/BR/MIN/143912/2020","","Brick Earth Mining Project at Village- Chehal Mudera, P.O- Ghareya, P.S- Atri, District- Gaya(Bihar)","M/S- AMAR BRICKS","Delisted","EC",NA
"508","SIA/BR/MIN/128640/2019","","M/s Vivek Int Udyog","M/S VIVEK INT UDYOG","Delisted","EC",NA
"509","SIA/BR/INFRA2/402600/2022","","Ujjwal Homes Private Limited","UJJWAL HOMES PRIVATE LIMITED","Pending at PP due to eds","EC",NA
"510","SIA/BR/MIN/131456/2019","","Brick Earth Mining Project of Area 4.35 Acres or 1.76 Hectare M/S Rajan Int Udyog at Mauza/Vill- Mohiuddinpur, P.S- Warisnagar, Block- Warisnagar, District- Samastipur, State- Bihar","M/S RAJAN INT UDYOG","Delisted","EC",NA
"511","SIA/BR/MIN/132474/2019","","ASTUPUR M/S NARAYAN BRICKS COMPANY) for Production Capacity 4212 TPA, Area – 2.46Ac ( l.00 Ha), Mauza- Astupur, Khata  no-  197, 231, 171, 124, 197, 121. Khasra  No.  1600, 1621, 1604, 1651, 1631, 159","ASTUPUR SOIL BRICK MINE","Delisted","EC",NA
"512","SIA/BR/IND/18629/2015","","Shree Balajee Cement Industries Pvt Ltd","SHREE BALAJEE CEMENT INDUSTRIES PVT LTD","Delisted","EC",NA
"513","SIA/BR/MIS/69268/2019","SIA/8(b)/688/2019","VARDHMAN INSTITUTE OF MEDICAL SCIENCES (VIMS) AT MAUZA- DASHRATPUR,  THANA:- PAWAPURI, DISTRICT:- NALANDA, BIHAR","VARDHMAN INSTITUTE OF MEDICAL SCIENCES","Delisted","EC",NA
