,Unnamed: 0,X...,Proposal.No.,File.No.,Project.Name,Company,Proposal.Status,Project.Type,View,Form_Type
1233,1234,7,SIA/BR/MIN/131748/2019,,"Brick Earth Mining Project of Area 2.60 Acres or 1.05 Hectare M/s Jai Int Udyog at Mauza: - Bishambharapur, P.S- Bhairoganj, Block - Bagaha 1, District- West Champaran, State- Bihar",M/S JAI INT UDYOG,Delisted,EC,, 
1234,1235,7,SIA/BR/INFRA2/423072/2023,SIA/8(a)/2344/2023,"Proposed Residential Building “Khajpura Garden City, Phase II” at  Khajpura, Patna",LUV KUSH HOMES AND CONSTRUCTIONS PRIVATE LIMITED,EC Granted,EC,, 
1235,1236,8,SIA/BR/MIN/437760/2023,SIA/1(a)/2057/2022,Sand Mining Project at Block No.- 06 Sand Ghat on River Kiul in District Lakhisarai over an area of 68.80 Hect,SUDARSHAN KUMAR,EC Granted,EC,, 
1236,1237,9,SIA/BR/MIN/70067/2017,,Proposed Sand Mining Project at Khanetu Sand Ghat on Morhar River,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1237,1238,10,SIA/BR/MIN/66121/2017,SIA/1(A)/584/18,Sand Mining Project at Panbharwa Sand Ghat on Kiul River,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1238,1239,9,SIA/BR/MIN/66265/2017,SIA/1(a)/569/18,Sand Mining Project Jugdi Sand Ghat on Barnar River.,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1239,1240,10,SIA/BR/MIN/453308/2023,SIA/1(a)/2444/2023,Sand Mining Project of Unit-2 (Parsauni Ghat)  of Area 16.40 Ha at Bagmati  River of District-Sitamarhi of State-Bihar.,BALRAJ SINGH,EC Granted,EC,, 
1240,1241,1,SIA/BR/MIN/66115/2017,SIA/1(a)/582/18,Sand Mining Project at Nariyana Chacho Sand Ghat on river Kiul,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1241,1242,1,SIA/BR/INFRA2/417613/2023,SIA/8(a)/2308/2023,Proposed Residential Building,RAJIV RANJAN,EC Granted,EC,, 
1242,1243,2,SIA/BR/MIN/30384/2015,3448,,AFTAB ALAM,Delisted,EC,, 
1243,1244,3,SIA/BR/MIN/61902/2017,SIA/1(a)/444/17,Banka Sand Blocks (Stretch I Block 1) Mining Project,MAHADEV ENCLAVE PVT LTD,EC Granted,EC,, 
1244,1245,4,SIA/BR/MIS/86427/2018,,Tiruvantpuram City (Vidhut Nagar) (A Project of Nesh India Infrastructure Pvt Ltd),NESH INDIA INFRASTRUCTURE PVT LTD,Delisted,EC,, 
1245,1246,5,SIA/BR/MIN/60636/2016,SIA/1(a)/378/16,Sand Mining project at Nansagar Ghat,BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
1246,1247,6,SIA/BR/MIN/60617/2016,SIA/1(a)/366/16,"Proposed Sand Mining Project of Area 23 Ha at Kallu-Gangajal Ghat on Ganga River
of District- Saran of State- Bihar",BROADSON COMODITIES PVT LTD,Delisted,EC,, 
1247,1248,1,SIA/BR/MIN/143648/2020,,ORDINARY CLAY BSCPL INFRASTRUCTURE LTD MAUZA MANNUPUR KHARRA HAYAGHAT DARBHANGA AREA 8.70 Ac,BSCPL INFRASTRUCTURE LTD. MAUZA MANNUPUR KHARRA AREA 8.70 AC,Delisted,EC,, 
1248,1249,1,SIA/BR/MIN/449624/2023,SIA/1(a)/2423/2023,"Sand Mining Project, Kishanganj Unit 05 Sand Ghat of District- Kishanganj, State-Bihar",GEETA SARSWAT,EC Granted,EC,, 
1249,1250,2,SIA/BR/MIN/64508/2017,SIA/1(a)/491/17,Sand Mining Project on Thanapar Sand Ghat on Morhar River,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1250,1251,3,SIA/BR/MIN/66279/2017,,Sand Mining Project at Tetrahat Sand Ghat (Block No-12) on River Kiul,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1251,1252,1,SIA/BR/MIN/141034/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUZA RAHIYAR KOCHI,BSCPL INFRASTRUCTURE LTD MAUZA  RAHIYAR KOCHI AREA 12.34 AC,Delisted,EC,, 
1252,1253,3,SIA/BR/NCP/76528/2018,,"Proposed construction of Govt Medical College and Hospital Block at Govt Sadar Hospital Complex, Line Bazar, Purnia town, Purnia East Tehsil, Purnia District, Bihar","BIHAR MEDICAL SERVICES & INFRASTRUCTURE CORPORATION LTD.,",Delisted,EC,, 
1253,1254,5,SIA/BR/MIN/71231/2017,,Sand Mining Project at Barkail Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1254,1255,10,SIA/BR/MIN/154309/2020,,Brick Clay Mining,M/S BSCPL INFRASTRUCTURE LTD.,Delisted,EC,, 
1255,1256,1,SIA/BR/MIN/443607/2023,SIA/1(a)/2327/2023,Proposed Sand Mining Project of Area 51 Ha at Bhojpur Ghat 24 on Sone River of District-Bhojpur State-Bihar,RAJEEV TIWARY,EC Granted,EC,, 
1256,1257,6,SIA/BR/MIN/65412/2017,SIA/1(a)/507/17,Sand Mining Project at Maigara Sand Ghat on Sorhar River.,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1257,1258,2,SIA/BR/MIN/133250/2019,,"Report of Brick Earth Mining Project of Area 1.23 Hectare or 3.03 Acre M/s Maa Int Udyog at Vill/Mauza-Chhitauli, P.O-Laxmiganj, P.S + Block-Goreya Kothi, District-Siwan, State-Bihar.",M/S MAA INTUDYOG,Delisted,EC,, 
1258,1259,4,SIA/BR/MIN/149286/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAZUA BARDAUNI,BSCPL INFRASTRUCTURE LTD MAUZA BARDAUNI AREA 12.32 AC,Delisted,EC,, 
1259,1260,1,SIA/BR/MIN/33399/2019,,Proposed Sand Mining Project  of 4.0 ha at Trikalpur ghat on Ghaghra (Sarayu) River of  District-Siwan  of State-Bihar,M S BALAJI ENTERPRISES,Pending at PP due to eds,EC,, 
1260,1261,2,SIA/BR/MIN/33312/2019,,Proposed Sand Mining Project of Area 4.90 Ha at Diara 2 Melhani  Ghat on Ghaghra (Sarayu) River of District-Siwan of State-Bihar,M S BALAJI ENTERPRISES,Pending at PP due to eds,EC,, 
1261,1262,3,SIA/BR/MIN/141297/2020,,ORDINARY CLAY MINING PROJECT FOR RAM KRIPAL SINGH CONSTRUCTION PVT LTD,M/S RAM KRIPAL SINGH CONSTRUCTION PVT. LTD. MAUZA FAJALIPUR,Delisted,EC,, 
1262,1263,1,SIA/BR/MIN/31828/2015,,,BHAIRAV RAI,Delisted,EC,, 
1263,1264,2,SIA/BR/MIN/443928/2023,SIA/1(a)/2325/2023,Sand Ghat Mining Project (Ulai River Block No.- 02) at Riverbed of Ulai River,KUNDAN KUMAR,EC Granted,EC,, 
1264,1265,3,SIA/BR/MIN/445798/2023,SIA/1(a)/2382/2023,"Sand Mining Project, Block 24 (Gaya Morhar-11) Sand Ghat of District- Gaya, State-Bihar.",RAJENDRA AND SONS INFRA PRIVATE LIMITED,EC Granted,EC,, 
1265,1266,4,SIA/BR/MIN/59829/2016,SIA/1(a)/350/16,"THAIBAI (1.8 HA.), KHAUHA (1.3HA.), MANIYA (11.7 HA.)
AND RANADHI (8.3 HA.) GHATS OF BADHUA RIVER
TEHSIL TARAPUR AND SANGRAMPUR
DISTRICT MUNGER, BIHAR
M.L. AREA 23.10 HA.,",NM FOOD PRODUCT PVT LTD,EC Granted,EC,, 
1266,1267,5,SIA/BR/MIN/66184/2017,,Sand Mining Project at Simariya Sand Ghat on Barnar River,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1267,1268,1,SIA/BR/MIN/438486/2023,SIA/1(a)/2255/2023,Sand Ghat Mining Project (Bhoj Son 23 Sand Ghat) at Riverbed Of Son River Area 46 Ha.,DEVENDRA EQUIPMENT,EC Granted,EC,, 
1268,1269,4,SIA/BR/MIN/63518/2017,SIA/1(a)/452/17,"Soil Mining Project at Vill- Matihani Jalalpur, P.S- Matihani, Begusarai, Bihar",PUNJLLOYD LIMITED,Delisted,EC,, 
1269,1270,5,SIA/BR/MIN/64493/2017,SIA/1(a)/497/17,Sand Mining Project at Siripur Sand Ghat on Falgu River,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1270,1271,6,SIA/BR/MIN/64411/2017,SIA/1(a)/486/17,Sand Mining Project at Rajan-II Sand Ghat on Morhar River,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1271,1272,7,SIA/BR/MIN/66028/2017,SIA/1(a)/566/18,Sand Mining Project at Birdaban Sand Ghat (Block no-3) on Kiul River.,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1272,1273,8,SIA/BR/MIN/64400/2017,SIA/1(a)/479/17,Sand Mining Project at Upadhyay Sand Ghat on Lilajan River.,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1273,1274,9,SIA/BR/MIN/64468/2017,SIA/1(a)/500/17,Sand Mining project at Charhata Aghatpur Ghat on Buddh river,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1274,1275,10,SIA/BR/MIN/445483/2023,SIA/1(a)/2250/2023,"Block No.- 01 Sand Ghat fall in Mauza– Tola Baliadabar, Block - Chakai, District- Jamui (Bihar)",RAM SHARMA,EC Granted,EC,, 
1275,1276,1,SIA/BR/MIN/63524/2017,SIA/1(a)/454/17,"Soil Mining Project at Village- Sadpur, PS- Sahebpur Kamal, Begusarai, Bihar",PUNJLLOYD LIMITED,EC Granted,EC,, 
1276,1277,2,SIA/BR/MIN/60669/2016,SIA/1(a)/395/16,Sand Mining Project at Digha & Kurji Ghat on river Ganga,BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
1277,1278,3,SIA/BR/MIN/31209/2015,SIA/1(a)/06/2015,V.M.B Int Udyog,MANISH KUMAR SINGH,Delisted,EC,, 
1278,1279,4,SIA/BR/MIN/65383/2017,SIA/1(a)/510/17,Sand Mining project at Baltharwa ghat on Morhar river,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1279,1280,4,SIA/BR/MIN/61866/2017,SIA/1(a)/430/17,"Sand Mining Project at Tulsiyahi Ghat, on Tilawe river Village-Bhatauni, District- Saharsa, Bihar",CHANDAN KUMAR,EC Granted,EC,, 
1280,1281,2,SIA/BR/MIN/438818/2023,SIA/1(a)/2063/2022,Sand Mining Project at Bhoj Son 13 Sand Ghat on Son River Ditrict - Bhojpur (Bihar) at Area of 71.0 Hect.,DEVRAJ KUMAR,EC Granted,EC,, 
1281,1282,3,SIA/BR/MIN/31735/2015,SIA/1(a)/49/2015,L.B.M. BRICKS MFG.,SHASHI BHUSHAN SINGH,Delisted,EC,, 
1282,1283,4,SIA/BR/MIN/444499/2023,SIA/1(a)/2409/2023,"Proposed Sand Mining Project of Area 69.9 Ha at Patna Sone -01 Ghat on Son River of District-Patna, State-Bihar.",SHEO SINGH,EC Granted,EC,, 
1283,1284,3,SIA/BR/MIN/75701/2018,SIA/1(a)/535/18,"Proposed Stone Mining Project at  Area-  8.397 Hect or 20.75 Acres  at  Village  - Madurna, Thana: Bhabua, District - Kaimur, (Bihar)",M/S STARNET MARKETING PVT. LIMITED,Delisted,EC,, 
1284,1285,4,SIA/BR/MIN/71314/2017,,"Sand Mining Projct at Inguni Sand Ghat on Buddh River, Anchal-Paraiya,Dist- Gaya, Bihar",WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1285,1286,7,SIA/BR/MIN/132104/2019,,"Proposed Brick Earth Mining Project of Area 3.00 Acres or 1.21 Hectare for M/S RADHA BRICKS at Mauza- Madhopur Fathehpur, P.S- Didarganj, Block- Patna Sadar, District- Patna, State- Bihar",M/SRADHA BRICKS,Delisted,EC,, 
1286,1287,8,SIA/BR/MIN/132405/2019,,"Brick Earth Mining Project at Mauza- Dhutauli, P.O- Bhutauli Malpa, P.S- Chautham, Anchal- Chautham, District- Khagaria (Bihar)",M/S GAYTRI BRICKS INT UDYOG,Delisted,EC,, 
1287,1288,9,SIA/BR/MIN/132131/2019,,"Pali  M/S –RANJANA ENTERPRISES  Earth Mining Project Mauza- Pali, Thana No.- 156, Khata No.- 371, 222, 134, Plot No.- 1715, 1717, 1835, 922, 946, 1868, 1807.,Area-1.01 ha or (2.52 Ac) For production c",M/S RANJANA ENTERPRISES RAMRAJ SHARMA,Delisted,EC,, 
1288,1289,10,SIA/BR/MIN/132681/2019,,"Proposed Brick Earth Mining Project of Area 4.23 Acres or 1.71 Hectare for M/s Ratan Bricks Industries at Vill/Mauza- Bajitpur, P.S- Vidyapati Nagar, Block- Vidyapati Nagar (Dalsingh Sarai), District-",M/S RATAN BRICKS INDUSTRIES,Delisted,EC,, 
1289,1290,5,SIA/BR/IND3/435493/2023,SIA/5(a)/2296/2023,Indian Potash Limited (PREVIOUSLY : M/S SRI KRISHNA FERTILIZERS LTD.),INDIAN POTASH LIMITED,EC Granted,EC,, 
1290,1291,6,SIA/BR/MIN/445700/2023,SIA/1(a)/2413/2023,"Sand Mining Project, Block-19 (Gaya Morhar – 06) Sand Ghat",M/S RANJAN KUMAR,EC Granted,EC,, 
1291,1292,7,SIA/BR/MIN/69936/2017,,Proposed Sand Mining Project at Amarut II Sand Ghat on Lilajan River,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1292,1293,2,SIA/BR/MIN/61869/2017,SIA/1(a)/431/17,"Sand Mining Project at Nonaiti Balu Ghat on Sursari River, Village-Noniati, District- Saharsa, Bihar",CHANDAN KUMAR,EC Granted,EC,, 
1293,1294,3,SIA/BR/MIN/65385/2017,SIA/1(a)/518/17,Sand Mining Project at Chotiya II Sand Ghat on Mohana River.,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1294,1295,5,SIA/BR/MIN/445457/2023,SIA/1(a)/2288/2023,"Sand Mining Project, Falgu River (Block No.- 09) Sand Ghat  of District- Gaya, State-Bihar.",AMBUJ SHARMA,EC Granted,EC,, 
1295,1296,3,SIA/BR/NCP/75202/2018,SIA/8(a)/568/18,"Government Medical College and Hospital at JP University Site, Chapra",BIHAR MEDICAL SERVICES AND INFRASTRUCTURE CORPORATION LIMITED,EC Granted,EC,, 
1296,1297,4,SIA/BR/MIN/60501/2016,SIA/1(a)/380/16,"Sand Mining Project at Veera & Godiha Ghat on River Falgu, district Jehanabad, Bihar",BANSHIDHAR CONSTRUCTION PVT LTD,EC Granted,EC,, 
1297,1298,5,SIA/BR/MIN/438581/2023,SIA/1(a)/2061/2022,"Sand Mining Project at Bhoj Son 39 on river Son Mauja – Andhary Mahaji (424) & Imadpur, Tehsil -  Sahar, District-Bhojpur (Bihar)",YOGENDRA KUMAR,EC Granted,EC,, 
1298,1299,6,SIA/BR/NCP/63065/2017,,"Proposed Construction of Flyover (4 Lane carriageway) connecting Mithapur Flyover to Bhikhari Thakur (Yarpur) Flyover via             R. Block Junction in Patna Town, Bihar",BIHAR RAJYA PUL NIRMAN NIGAM LIMITED,Delisted,EC,, 
1299,1300,2,SIA/BR/MIN/71320/2017,,"Sand Mining Project at Rupsapur Sand Ghat on Buddh River Anchal-Tekari, Dist-Gaya, Bihar",WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1300,1301,3,SIA/BR/MIN/444001/2023,SIA/1(a)/2381/2023,"Sand Mining Project, Falgu River (Block No.- 14) Sand Ghat  of District- Gaya, State-Bihar.",VINOD KUMAR,EC Granted,EC,, 
1301,1302,4,SIA/BR/MIN/66080/2017,SIA/1(a)/597/18,Sand Mining Project at Sati & Garhi Sand Ghat on Ulai River.,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1302,1303,5,SIA/BR/MIN/439058/2023,SIA/1(a)/2258/2023,for Proposed Sand Mining Project of Area  99.80 Ha at Rohtas Sone Ghat 04 on Sone River of District-Rohtas State-Bihar,PREM SINGH,EC Granted,EC,, 
1303,1304,7,SIA/BR/MIN/31763/2015,SIA/1(a)/50/2015,,AJAY INT UDYOG,Delisted,EC,, 
1304,1305,8,SIA/BR/MIN/59867/2016,,bathani river sand mine,OVERSEAS MIN TECH CONSULTANT,Delisted,EC,, 
1305,1306,9,SIA/BR/MIN/65386/2017,SIA/1(a)/509/17,Sand Mining Project at Majhanpur Sand Ghat on Buddh River.,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1306,1307,10,SIA/BR/MIS/66588/2021,21-89/2021-IA-III,"Proposed Expansion Residential Building “Star Galaxy” at Mauza-Simlimurararpur, Khata No. 89, Khesra No. 1574 (Part), 1579 & 1580 (Part), 1581, 1594 & 1595, Dist - Patna, Bihar By M/s Sai Shree Balajee Homes Pvt. Ltd.",M/S SAI SHREE BALAJEE HOMES PVT. LTD.,WithdrawEC,EC,, 
1307,1308,3,SIA/BR/MIN/140900/2020,,"Proposed Brick Earth Mining Project of Area 1.79 Hectare Or 4.43 Acre M/S Alok  Int Udyog  at  Mauza-  Piparpanti,  P.S-  Mainatand,  Block-    Mainatand, District-West  Champaran, State - Bihar",M/S ALOK INT UDYOG,Delisted,EC,, 
1308,1309,4,SIA/BR/MIN/141069/2020,,"Mathurapur (Khasra/Plot(s) No. 1538, 1181 & 32) soil brick mining project.",M/S ATITHI BRICKS (A.S.P. MARKA),Delisted,EC,, 
1309,1310,9,SIA/BR/MIN/128099/2019,,"Report of Brick Earth Mining Project of Area 3.0 Acres or 1.21 Hectare for M/s K.B.C Bricks (Radha) at Mauza- Daulatpur, P.S- Fatuha, Block- Fatuha, District- Patna, State- Bihar",KBC BRICKS,Delisted,EC,, 
1310,1311,1,SIA/BR/IND3/69464/2021,SIA/5(f)/1714/2021,Setting up a Formaldehyde manufacturing unit M/s Samrat Laboratories,SAMRAT LABORATORIES,EC Granted,EC,, 
1311,1312,4,SIA/BR/MIN/31298/2015,SIA/1(a)/10/2015,BRICK CLAY MINING PROJECT-5 STAR INT UDYOG-B2,FIVE STAR ENT UDYOG,Delisted,EC,, 
1312,1313,2,SIA/BR/MIN/441034/2023,SIA/1(a)/2256/2023,Patna Sone 10 Sand ghat,SANJAY KUMAR,EC Granted,EC,, 
1313,1314,3,SIA/BR/MIS/17344/2016,SIA/7(h)/339/16,2 MLD Common Effluent Treatment Plant,BIHAR INDUSTRIAL AREA DEVELOPMENT AUTHORITY,EC Granted,EC,, 
1314,1315,4,SIA/BR/MIN/48919/2016,,"River Sand (Minor Mineral) Mining Project for Manhatha Ghat (157140 TPA), Area 7.76 ha, 
in District- Buxar (Bihar)",MS KATYAYNI CONTRACTORS PVT LTD,Delisted,EC,, 
1315,1316,5,SIA/BR/MIN/71451/2017,,"Stone Mining Project at Mauja- Pachar, Anchal- Rafiganj, District-Aurangabad (Bihar)",K.P.S. STRUCTURE MAKERS PVT. LTD,Delisted,EC,, 
1316,1317,2,SIA/BR/IND2/19320/2016,SIA/6(b)/329/16,"Expansion of LPG Mounded Storage Facility at HPCL, Gidha Industrial Growth Centre, Village Gidha, Arrah, Dist: Bhojpur, Bihar",HINDUSTAN PETROLEUM CORPORATION LIMITED BHOJPUR DISTRICT  BIHAR,EC Granted,EC,, 
1317,1318,3,SIA/BR/MIN/437685/2023,SIA/1(a)/2281/2023,Sand Mining Project (Block No.- 07 Sand Ghat),EKLAVAYA STONE AND MINES PRIVATE LIMITED,EC Granted,EC,, 
1318,1319,4,SIA/BR/MIN/60622/2016,SIA/1(a)/371/16,"Sand mining project at Kalighat- Darihara-Saraia Ghat on
Gandak River of District- Saran of State- Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
1319,1320,5,SIA/BR/MIN/31329/2015,SIA/1(a)/11/2015,BRICK CLAY MINING PROJECT-OM SAI BRICKS-B2,OM SAI BRICKS,Delisted,EC,, 
1320,1321,1,SIA/BR/MIN/136902/2020,,"Proposed Brick Earth Mining Project of Area 3.17 Acres or 1.28  Hectare for M/s A.B & Company at Vill -  Ladaura, P.O- Ladaura Pakri, P.S – Kudhani (O.P Turki), Block- Turki(Kudhani), District- Muzaff",MS AB & COMPANY,Delisted,EC,, 
1321,1322,2,SIA/BR/MIN/137502/2020,,M/S SHANKAR INT UDYOG,M/S SHANKAR INT  UDYOG,Delisted,EC,, 
1322,1323,4,SIA/BR/MIN/31030/2019,SIA/1(a)/610/19,Raksha Oraiya Sand Ghat (Stretch 8 Block 1) Mining Project,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1323,1324,6,SIA/BR/MIN/138818/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD  MAUZA HARDIYA CHAUTHAM KHAGARIA,BSCPL INFRASTRUCTURE LTD. MAUZA HARDIYA AREA 12.29 ACC,Delisted,EC,, 
1324,1325,2,SIA/BR/MIN/31520/2019,SIA/1(a)/646/19,"sand mining project on Deddour ghat on Ganga river over an area of 23 ha in district Patna, Bihar",BROADSON COMODITIES PVT LTD,Delisted,EC,, 
1325,1326,10,SIA/BR/MIN/156340/2020,,"The proposed Soil mining is at Village- Gothauli, Post- Son Nagar, P.S- Barun, District- Aurangabad (Bihar).",M/S JHAJHARIA - GALVANO - MAXWELL (JV),Delisted,EC,, 
1326,1327,2,SIA/BR/MIN/33152/2019,,Proposed Sand Mining Project  of area 2.50 ha at Batardeh Jokaha Ghat on Gandak River  of District-Gopalganj  of State-Bihar.,MR KAMAKHYA MISHRA,Pending at PP due to eds,EC,, 
1327,1328,3,SIA/BR/MIN/33432/2019,,Proposed Sand Mining Project of Area 3.70 Ha at Jai Chhapra Ghat  on Ghaghra (Sarayu) River of District-Siwan of State-Bihar,M S BALAJI ENTERPRISES,Pending at PP due to eds,EC,, 
1328,1329,4,SIA/BR/MIN/33483/2019,,Mania Sand Ghat at Badua River,KATYAYNI CONTRACTORS PVT. LTD.,Pending at PP due to eds,EC,, 
1329,1330,6,SIA/BR/MIS/270570/2022,SIA/8(a)/2030/2022,Proposed Commercial and Residential Building “Lotus Plaza” by Nutan Construction,NUTAN CONSTRUCTIONS,EC Granted,EC,, 
1330,1331,1,SIA/BR/MIS/191612/2021,SIA/8(a)/1274/2021,"Proposed Government Medical College and Hospital at Siwan, Bihar",DEPARTMENT OF HEALTH GOVERMENT OF BIHAR,EC Granted,EC,, 
1331,1332,2,SIA/BR/MIN/135481/2020,,"Proposed Brick Earth Mining Project of Area 1.22 Hectare or 3.01Acre M/s Neyaz Bricks Industries at Mauza + P.O- Jawkatia, P.S: Majhaulia, District- West Champaran, State - Bihar",M/S NEYAZ BRICKS INDUSTRIES,Delisted,EC,, 
1332,1333,7,SIA/BR/MIN/31454/2019,SIA/1(a)/631/19,"Sand mining project at Nonaur ghat on Son river in district Bhojpur, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
1333,1334,3,SIA/BR/MIN/133884/2019,,"Baghari M/S YOGI ETT UDYOG Earth Mining Projec, Thana No -43 Khata No.-173, Plot No.- 3751 & 3752,Area-0.93 Ha or (2.30 Ac) For production capacity 4335.66 TPA, Mauza- Baghari, P.S.- Sursand ,Circle -",M/S YOGI ETT UDYOG PROPONENT KIRAN DEVI,Delisted,EC,, 
1334,1335,9,SIA/BR/MIN/41127/2019,SIA/1(a)/578/18,Gausala Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1335,1336,10,SIA/BR/MIN/143916/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD,BSCPL INFRASTRUCTURE LTD MAUZA NARSINHA AREA 8.50 AC,Delisted,EC,, 
1336,1337,9,SIA/BR/MIN/135623/2020,,"Brick Earth Mining Project at Village- Piparwar, P.O- Maigara, P.S- Maigra, Anchal- Dumariya, District- Gaya (Bihar)",M/S BRT BRICKS,Delisted,EC,, 
1337,1338,10,SIA/BR/MIN/135690/2020,,"BRICK EARTH MINING PROJECT FOR M/S A SWASTIK P INT NIRMATA, MAUZA- MORIAWAN, CIRCLE- DHANARUA, DISTRICT- PATNA, AREA- 2.53 Ac, 1.02Ha","M/S. A SWASTIK P INT NIRMATA, PROP- AKASH KUMAR",Delisted,EC,, 
1338,1339,2,SIA/BR/MIN/31437/2019,SIA/1(a)/643/19,"Sand mining project at Karbasin Nonaur ghat on Son river in district Bhojpur, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
1339,1340,3,SIA/BR/MIN/132056/2019,,Yash Deep Bricks,YASH DEEP BRICKS,Delisted,EC,, 
1340,1341,5,SIA/BR/MIN/143766/2020,,"Brick Earth Project at Mauza- Shivnagar, P.O- Shivnagar, P.S- Tikari, District- Gaya(Bihar)",M/S SARASWATI CONSTRUCTION,Delisted,EC,, 
1341,1342,4,SIA/BR/MIN/30942/2019,SIA/1(a)/564/18,Badibag Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1342,1343,5,SIA/BR/MIN/41143/2019,SIA/1(a)/570/18,Charghara & Amba Sand Ghat Mining Project,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1343,1344,10,SIA/BR/MIN/131222/2019,,M/s J. HIND BRICKS,M/ S. J. HJND BRICKS,Delisted,EC,, 
1344,1345,1,SIA/BR/MIN/35533/2019,,"Proposed Brick Earth Mining Project of Area 4.00 Acres or 1.62 Hectare M/s Radha  Bricks at Vill- Gyaspur, P.S- Salimpur, Block - Bakhtiyarpur, District-Patna, State - Bihar.",MS RADHA BRICKS GYASPUR,Pending at PP due to eds,EC,, 
1345,1346,7,SIA/BR/MIS/160113/2020,SIA/8(a)/1262/2020,Shrinivas medical College & Hospital,SHRINIVAS MEDICAL COLLEGE AND HOSPITAL,EC Granted,EC,, 
1346,1347,10,SIA/BR/MIN/136027/2020,,"BRICK EARTH MINING PROJECT FOR M/S. S.B.S. INT UDYOG, MAUZA- MATIHANI MADHO, HATHUA, DISTRICT- GOPALGANJ, AREA- 2.30 Ac, 0.93 Ha","M/S. S.B.S. INT UDYOG, PROP- BIRENDRA CHAUDHARI",Delisted,EC,, 
1347,1348,6,SIA/BR/MIN/31021/2019,SIA/1(a)/584/18,Panbarwa Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1348,1349,5,SIA/BR/MIN/59077/2020,,Balu Ghat Mining Project (Patna Son 2 Balu Ghat),SHRI BIJENDRA   SINGH,Pending at PP due to eds,EC,, 
1349,1350,7,SIA/BR/MIN/137337/2020,,"BRICK EARTH MINING PROJECT FOR M/S JANTA INT UDYOG, MAUZA HIMATPUR, MANJHAGARH, DISTRICT GOPALGANJ, AREA 2.66 Ac, 1.07","M/S. JANTA INT UDYOG, PROP- MNOJ KUMAR",Delisted,EC,, 
1350,1351,8,SIA/BR/MIN/136746/2020,,BRICK EARTH MINING PROJECT FOR M/S RADHE INT UDYOG AREA 3.25 AC 1.31 HA,RADHE INT UDYOG,Delisted,EC,, 
1351,1352,4,SIA/BR/MIN/136165/2020,,"Mauza- Rampur Kanth M/S RANA PRATAP SINGH Production Capacity -37762.20 TPA, Area-1.62 ha(4.01Ac) ,Thana No-78 Khata No-251, Plot No 1317, 1318, 1319, 1325, 1326, 1327,1328, 1329, 1331, 1332, 1333 & 1",M/S RANA PRATAP SINGH PROP- RANA PRATA SINGH,Delisted,EC,, 
1352,1353,5,SIA/BR/MIN/137606/2020,,Brick Earth Mining Project M/s Sona Bricks,RAJESH KUMAR BHAGALPUR,Delisted,EC,, 
1353,1354,6,SIA/BR/MIN/32190/2019,SIA/1(a)/529/18,"Stone Mine Project at Plot No.-1810 (P), Block No.- 29 in Mauja-Chandi of district Seikhpura, Bihar",RAJ KUMAR SINGH,EC Granted,EC,, 
