"","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"1750","SIA/MH/MIN/91361/2019","","Proposal for Sand Quarry in Takali B. Village, Taluka Latur, District Latur, State Maharashtra over an area of 0.3800 Ha at Manjara River","VIVEK P NAVARE","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1751","SIA/MH/IND2/173545/2020","SIA/MH/IND2/173545/2020","Proposed Manufacturing Unit of Pharmaceuticals Intermediates and Specialty Chemicals","NAVITUS CHEMICALS PRIVATE LIMITED","WithdrawEC","EC",NA
"1752","SIA/MH/MIS/145117/2020","SIA/MH/MIS/145117/2020","Venkatesh Graffiti Mural","SHREE VENKATESH PROPERTIES","Delisted","EC",NA
"1753","SIA/MH/MIN/261130/2022","SIA/MH/MIN/261130/2022","Digras-2 Sand spot over an extent of 4.0 Ha, At Godavari Riverbed Gat No’s.30, 35, 39, 40, 42, 43, 44, 47, 48, 51 to 57, 60, 61, Digras Village, Tehsil- Parli Vai, Beed District, Maharashtra","COLLECTOR BEED","EC Granted","EC",NA
"1754","SIA/MH/MIN/164312/2020","SIA/MH/MIN/164312/2020","Environmental Clearance for proposed river bed Sand mining having lease area 0.64 Ha (1.5808 acre) of Karatkhed sand ghat on Purna River","DISTRICT MINING OFFICER,AMRAVATI","Rejection Letter Granted","EC",NA
"1755","SIA/MH/MIN/155291/2020","SIA/MH/MIN/155291/2020","PADSA SAND GHAT TQ MAHUR DIST NANDED","DMO NANDED","EC Granted","EC",NA
"1756","SIA/MH/MIN/162086/2020","SIA/MH/MIN/162086/2020","Environmental Clearance for proposed river bed Sand mining having area 2.25 Ha of Chikna-A sand ghat on Kanhan River","DISTRICT MINING OFFICER, NAGPUR","EC Granted","EC",NA
"1757","SIA/MH/IND3/58610/2020","SIA/MH/IND3/58610/2020","M/s Harman Finochem Limited","HARMAN FINOCHEM LIMITED","Delisted","EC",NA
"1758","SIA/MH/MIN/161922/2020","SIA/MH/MIN/161922/2020","Environmental Clearance for proposed river bed Sand mining having area 3.50 Ha (8.64 acre) of Wakodi sand ghat on Kanhan River","DISTRICT MINING OFFICER, NAGPUR","EC Granted","EC",NA
"1759","SIA/MH/MIN/156036/2020","SIA/MH/MIN/156036/2020","Shelgaon 4 sand ghat","DMO NANDED","EC Granted","EC",NA
"1760","SIA/MH/MIN/203819/2021","SIA/MH/MIN/203819/2021","Environmental Clearance for proposed river bed Sand mining having lease area 1.05 Ha of Modumtura sand ghat on Pranhita River","DISTRICT MINING OFFICER, GADCHIROLI","EC Granted","EC",NA
"1761","SIA/MH/MIS/280696/2022","SIA/MH/MIS/280696/2022","Environmental Clearance for the proposed Amendment/Expansion in EC for development of Residential cum commercial project on plot bearing S. No. 18, H. No. 5 & 6, S. No. 20, S. No. 41, H. No. 1/4, Village Umbroli, Taluka- Ambernath, District-Thane, Ma","SAI BALAJI BUILDCON","EC Granted","EC",NA
"1762","SIA/MH/MIS/280788/2022","SIA/MH/MIS/280788/2022","Proposed Residential and Commercial Development at S. No. 53, H. No. 1, 4, S. No. 44, H. No. 11, 12, S. No. 54, H. No. 2, Village: Tisgaon, Taluka: Kalyan, District: Thane, State: Maharashtra, India by M/s. Rai Residency Private Limited","RAI RESIDENCY PRIVATE LIMITED","EC Granted","EC",NA
"1763","SIA/MH/MIN/232547/2021","SIA/MH/MIN/232547/2021","Stone quarry proposal of Mr. Gulab Kondiba Pawar, over an extent of area 1.00 Ha at Gat No. 616 (Part) Village- Kesurdi, Tal-Khandala, District- Satara, Maharashtra.","MR. GULAB KONDIBA PAWAR","Delisted","EC",NA
"1764","SIA/MH/MIS/231705/2021","SIA/MH/MIS/231705/2021","Project Name “Supreme Blossoms” Proposed Multifamily Residential Building  for Group Housing Scheme at Khasra No.174/2, Plot No. 12A, Mouza - Bhokara , Tah.-Nagpur(Rural) , Dist. – Nagpur, Maharashtra by Supreme Urban Realities Pvt. Ltd.","M/S. SUPREME URBAN REALITIES PVT. LTD.","EC Granted","EC",NA
"1765","SIA/MH/MIS/270258/2022","SIA/MH/MIS/270258/2022","M/s.  Provenance Land Pvt Ltd","PROVENANCE LAND PVT LTD","Rejection Letter Granted","EC",NA
"1766","SIA/MH/MIN/132152/2019","SIA/MH/MIN/132152/2019","Shri. Ramesh Nago Sutar (M/s. Shree Mahalaxmi Stones) ASNAS  STONE QUARRY","M/S. SHREE MAHALAXMI STONES, SHRI RAMESH NAGO SUTAR","Delisted","EC",NA
"1767","SIA/MH/MIS/62850/2017","SEIAA/2017/II/CR-158/TC-3","OPAL SQARE","SHUBAN BUILDPRO LLP","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1768","SIA/MH/MIN/30983/2015","SEIAA/2015/I/CR111/TC-3","Gandhigram sand ghat in the Purna River Bed total Sand 719 bras","COLLECTOR AKOLA","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1769","SIA/MH/MIN/31021/2015","SEIAA/2015/I/CR144/TC-3","Nagad sand ghat in the Purna river bed sand stock 850 bras","COLLECTOR AKOLA","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1770","SIA/MH/IND2/152225/2020","SIA/MH/IND2/152225/2020","Application for Environment Clearance for proposed expansion (Change in Product Mix) by Atul Bioscience Ltd. on Plot No. N-37, located at Additional Ambernath MIDC","ATUL BIOSCIENCE LTD","EC Granted","EC",NA
"1771","SIA/MH/IND2/152648/2020","SIA/MH/IND2/152648/2020","Manufacturing of API Products at Plot No. A-13, MIDC Chincholi, Solapur Maharashtra by M/s Levantex Pharmaceuticals","LEVANTEX PHARMACEUTICALS","Rejection Letter Granted","EC",NA
"1772","SIA/MH/MIS/114247/2019","SIA/MH/MIS/114247/2019","Proposed Residential & Commercial Project on Plot bearing Gut NO.59-A/2E,59-A/2F, 59-A/3A at Chitalsar Manpada, Sector- IV, Thane by M/s Shree Tirupati Developers","M/S SHREE TIRUPATI DEVELOPERS","Rejection Letter Granted","EC",NA
"1773","SIA/MH/MIN/178535/2020","SIA/MH/MIN/178535/2020","Stone Quarry of Mr. Dattatraya Bhagwanrao Pawar","PROJECT PROPONENT","EC Granted","EC",NA
"1774","SIA/MH/MIS/271566/2022","","Proposed S.R. scheme on plot bearing 68 (Old CTS. No. 68, 68/1 to 20), 69 & 72 (Old CTS. No. 70, 70/1 to 26, 71, 71/1 to 38, 72, 72/1 to 26, 73, 73/1 to 14, 74 & 74/1 to 17) of village Majas, taluka Andheri, Jogeshwari (East), Mumbai 400060","SHIV SHRUTI DEVELOPERS LLP","WithdrawEC","EC",NA
"1775","SIA/MH/MIS/154586/2020","SIA/MH/MIS/154586/2020","Proposed expansion of  Panvel Pride  Residential Complex Project at Village Kevale Panvel","ASHIANA LIFESTYLE","Delisted","EC",NA
"1776","SIA/MH/NCP/73642/2018","","Vardhan Heights","MS VARDHAN HOUSING","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1777","SIA/MH/MIS/102488/2019","","Residential Development for ""Tata SRA, Chembur""-REHAB Development","THE TATA POWER CO LTD","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1778","SIA/MH/NCP/80398/2018","","Environment Clearance for proposed Residential project 'YashONE Wakad' at S.No. 173/2/2B/2+3+4, 173/2/2A/3+4, Plot ‘A’, Village -Wakad, Mulshi, Pune, Maharashtra.","M/S VILAS JAVDEKAR ECO SHELTERS PVT. LTD.","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1779","SIA/MH/MIN/68116/2017","","M/s. ESSKAY ASSOCIATES","ESSKAY ASSOCIATES","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1780","SIA/MH/MIS/223836/2021","SIA/MH/MIS/223836/2021","Proposed Project ""Jito Nagar"" at Kondhwa Budruk, Pune by Jain Ashapuri Developers Unit II","M/S. JAIN ASHAPURI DEVELOPERS UNIT II","EC Granted","EC",NA
"1781","SIA/MH/MIS/223786/2021","SIA/MH/MIS/223786/2021","Proposed Project Dew Drops at S. No. 44A/1, Dhanori by Kolte Patil Developers Ltd","KOLTE PATIL DEVELOPERS LTD.","Delisted","EC",NA
"1782","SIA/MH/MIS/138427/2020","SIA/MH/MIS/138427/2020","Environment Clearance for proposed Re-Development of Residential Cum Commercial Project on plot bearing CTS No. 661/2 of village Nahur at Hira Nager, Goregaon - Mulund Link Road, Mulund -West Mumbai 8","M/S. ALAG PROPERTY CONSTRUCTIONS PVT. LTD.","Delisted","EC",NA
"1783","SIA/MH/MIN/162459/2020","SIA/MH/MIN/162459/2020","Environmental Clearance for proposed river bed Sand mining having lease area 2 ha (4.94 acre) of Vankhi sand ghat on Khobragadi River","DISTRICT MINING OFFICER, GADCHIROLI","EC Granted","EC",NA
"1784","SIA/MH/MIN/155650/2020","SIA/MH/MIN/155650/2020","Environmental Clearance for proposed river bed Sand mining having lease area 1.75ha (4.32 acre) of Adpalli-1 sand ghat on Kathani River.","DISTRICT MINING OFFICER, GADCHIROLI","EC Granted","EC",NA
"1785","SIA/MH/MIS/231651/2021","SIA/MH/MIS/231651/2021","Redevelopment project of affected buildings at Girgaon Metro. station of Mumbai Metro Line 3 on plot bearing C.S. No. 1, 7/59,4/59 of Girgaum Division in “D” Ward Mumbai.","MUMBAI METRO RAIL CORPORATION LTD.","Rejection Letter Granted","EC",NA
"1786","SIA/MH/MIS/238885/2021","SIA/MH/MIS/238885/2021","'Perfect 10' at Balewadi by M/s. Shagun Manav Spaces LLP","M/S. SHAGUN MANAV SPACES LLP","EC Granted","EC",NA
"1787","SIA/MH/IND2/176278/2020","SIA/MH/IND2/176278/2020","Proposed modernization project for manufacturing of API by SPR Chemopharma Pvt. Ltd. at Plot No.: A-34/1, MIDC Patalganga, Dist. Raigad, Maharashtra.","SPR CHEMOPHARMA PRIVATE LIMITED","EC Granted","EC",NA
"1788","SIA/MH/MIS/136762/2020","SIA/MH/MIS/136762/2020","Proposed New Admin Building at CTS No. 6017, 6017/1, 6017/2, 6017/3 (P), 6018, 6020/4 Village Pimpri, Taluka Maval, District- Pune by Pimpri-Chinchwad Municipal Corporation.","PIMPRI CHINCHWAD MUNICIPAL CORPORATION","EC Granted","EC",NA
"1789","SIA/MH/NCP/64336/2017","","PROPOSED HOUSING SCHEME HAVING
EWS & LIG TYPE TENEMENTS AT
SECTOR – 15, PLOT-1TO 9, KALAMBOLI,
NAVI MUMBAI.","CIDCO","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1790","SIA/MH/MIS/123856/2019","SIA/MH/MIS/123856/2019","Proposed Staff Quarters buildings in sector-13 at Kolgaon, New Town Palghar (Maharashtra)","CIDCO LTD PALGHAR","Delisted","EC",NA
"1791","SIA/MH/MIN/231998/2021","SIA/MH/MIN/231998/2021","Proposed Stone Quarry at Gut No./S.no. 374/1 Part and 374/2 Part, Village Walsang, Tal. South Solapur, Dist. Solapur","SAINATH MANOHAR MUDHOLKAR","Delisted","EC",NA
"1792","SIA/MH/NCP/59675/2016","SEIAA/2017/II/CR-78/TC-3","Amendment and Expansion in EC for Redevelopment of residential project under Rental Housing Scheme “Pinnacolo” at Village Navghar, Bhayandar, Dist – Thane, Maharashtra by SKD Realty LLP","SKD REALTY","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1793","SIA/MH/MIS/106280/2019","","Government Medical College and Hospital Chandrapur","GOVERNMENT MEDICAL COLLEGE & HOSPITAL CHANDRAPUR","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1794","SIA/MH/MIS/254385/2022","SIA/MH/MIS/254385/2022","Residential and Commercial Project ""Akshay Galaxy""","A P BHANDARI DEVELOPERS","EC Granted","EC",NA
"1795","SIA/MH/MIN/30569/2015","SEIAA/2015/I/CR79/TC-3","Hanumantkhedesim-1 Sand Ghat Auction","COLLECTOR JALGAON","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1796","SIA/MH/MIN/31961/2015","SEIAA/2015/I/CR349/TC-3","Tongaon Sand Ghat Auction","COLLECTOR JALGAON","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1797","SIA/MH/NCP/30568/2015","SEIAA/2015/III/CR40/TC-3","Construction of Mass Housing Scheme for MHADA at Pimpri Waghire Plot - B","Mr. Anand Shirsat","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1798","SIA/MH/MIS/270299/2022","SIA/MH/MIS/270299/2022","Development of Data Center – PNQ06 by Microsoft in Pimpri Chinchwad Industrial Area, Pune, India","MICROSOFT CORPORATION (INDIA) PVT LTD","EC Granted","EC",NA
"1799","SIA/MH/MIN/31636/2015","SEIAA/2015/I/CR254/TC-3","Mahalaxmi Stone Crusher
Shri Shekhar Ashokrao Patil, Survey No.234,  Village-Babhulgaon, Tehsil-Indapur, Dist-Pune","MAHALAXMI STONE CRUSHER","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1800","SIA/MH/MIN/155072/2020","SIA/MH/MIN/155072/2020","Sakhra sand ghat","DMO YAVATMAL","EC Granted","EC",NA
"1801","SIA/MH/MIS/229430/2021","SIA/MH/MIS/229430/2021","Balaji Residency: Proposed Residential  Building on Plot Bearing Sr. No. 92 old S. No. 135 old S. No. 136, New S. No. 91, old S. No. 81, New S. No. 93/3 & 5, 6/1,2,3 at village Kanchangaon Dombivli, Taluka-Kalyan, District-Thane Project  By M/s. Om S","M/S OM SWAYAMBHU SIDDHIVINAYAK BUILDERS AND DEVELOPERS","EC Granted","EC",NA
"1802","SIA/MH/MIN/207387/2021","SIA/MH/MIN/207387/2021","Stone Quarry of Mr. Vijay Bhagwantrao Jadhav","PROJECT PROPONENT","EC Granted","EC",NA
"1803","SIA/MH/MIN/161497/2020","SIA/MH/MIN/161497/2020","Dhiwarwada sand spot over an extent of 4.90 ha. At Wainganga River Bed Gut No. 460 (Partly), 461, 462 & 463 (Partly) Dhiwarwada Village, Tehsil-Mohadi, Bhandara District, Maharashtra.","OFFICE OF THE COLLECTORATE, BHANDARA","EC Granted","EC",NA
"1804","SIA/MH/MIN/161506/2020","SIA/MH/MIN/161506/2020","Naleshwar River Bed Sand Mining Project","DISTRICT MINING OFFICER, CHANDRAPUR","EC Granted","EC",NA
"1805","SIA/MH/MIN/161633/2020","SIA/MH/MIN/161633/2020","Gondsawari Sand Ghat","DISTRICT MINING OFFICER, CHANDRAPUR","EC Granted","EC",NA
"1806","SIA/MH/IND2/41211/2018","SIA/MH/IND2/41211/2018","Supreme Petrochem Limited","M/S SUPREME PETROCHEM LTD.","Delisted","EC",NA
"1807","SIA/MH/NCP/63770/2017","SEIAA/2017/III/CR-205/TC-3","Proposed Residential & Commercial Project by M/s. Mahindra Lifespace Developers Ltd","M/S MAHINDRA LIFESPACE DEVELOPERS LTD.","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1808","SIA/MH/MIN/236573/2021","SIA/MH/MIN/236573/2021","Khadki sadar sand ghat","DISTRICT MINING OFFICER WASHIM","EC Granted","EC",NA
"1809","SIA/MH/MIS/236582/2021","SIA/MH/MIS/236582/2021","Proposed residential & commercial project “K-Pune” at Bavdhan Kh., Pune by M/s. VMC Landmark Realty LLP","VMC LANDMARK REALTY LLP","Rejection Letter Granted","EC",NA
"1810","SIA/MH/MIS/135106/2020","SIA/MH/MIS/135106/2020","Sangameshwar","SABLE SANJIVANI SASWAD INFRASTRUCTURE LLP","WithdrawEC","EC",NA
"1811","SIA/MH/MIN/170819/2020","SIA/MH/MIN/170819/2020","Environmental Clearance for stone quarry at Khambegaon, Purna by KTIL, over an area of  3.18 Ha located at gut no. 141 & 144 in Village Khambegaon Taluka Purna District Khambegaon","M/S. KALYAN TOLL INFRASTRUCTURE LTD. TARFE SUNIL CHOUDHARY","Rejection Letter Granted","EC",NA
"1812","SIA/MH/NCP/51377/2016","SEIAA/2016/II/CR282/TC-3","PROPOSED RESIDENTIAL & COMMERCIAL PROJECT ""POONAM PARK""","POONAM LIFESTYLE","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1813","SIA/MH/NCP/63960/2017","SEIAA/2017/II/CR-216/TC-3","Proposed Residential cum Commercial Project at Plot No. 2 & 3 having S. No. 39/3A (Part) & 39/3H (Part) of village Pale, Ambarnath, Dist- Thane proposed by M/s. Royal Galaxy Developers","ROYAL GALAXY DEVELOPERS","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1814","SIA/MH/MIS/124330/2019","SIA/MH/MIS/124330/2019","Proposed Residential Building On S.No. 269/3 & 269/2/2b, 271/1a, 271/2a/1a, 271/2a/1b, Village - Hinjewadi, Tal.- Mulshi, Pune","KRRSNA LEELA SKYSCRAPER LLP","EC Granted","EC",NA
"1815","SIA/MH/MIN/31149/2015","SEIAA/2015/I/CR176/TC-3","Talegaon Paturda sand ghat in the Purna River bed sand stock 3534 bras","COLLECTOR AKOLA","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1816","SIA/MH/MIN/162741/2020","SIA/MH/MIN/162741/2020","Nanded sand spot over an extent of 4.50 ha. At Wainganga River Bed Gut No. 210,206 & 211 Nanded Village,Lakhandur Tehsil, Bhandara District, Maharashtra.","OFFICE OF THE COLLECTORATE, BHANDARA","EC Granted","EC",NA
"1817","SIA/MH/MIS/208930/2021","SIA/MH/MIS/208930/2021","Kadampada Co-op HSG Society, Proposed on SR Scheme on Plot bearing CTS no 889(pt) of village Mulund, Situated at Dr Rajendra Prasad Road, Mulund West, Mumbai 400080","MALDE PROPERTIES LLP","EC Granted","EC",NA
"1818","SIA/MH/MIN/30872/2015","SEIAA/2015/I/CR93/TC-3","stone Quarry","YOGIRAJA INDUSTRIAL CONSULTANT","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1819","SIA/MH/NCP/72486/2018","","The SkyLark","MOHISHA REALTORS LLP","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1820","SIA/MH/MIN/42675/2016","SEIAA/2016/I/CR201/TC-3","Shri. Kishor Manikrao Balande &  
Shri Santosh  Manikrao Balande
Survey No. 41, Area (1.0 Ha) 
Village-Satala BK,  Tehsil- Phulambari, Dist-Aurangabad","SHRI. KISHOR MANIKRAO BALANDE &   SHRI SANTOSH  MANIKRAO BALANDE","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1821","SIA/MH/MIN/42708/2016","SEIAA/2016/I/CR211/TC-3","Bharadi R Sandghat","DISTRICT MINING OFFICE","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1822","SIA/MH/MIS/213871/2021","SIA/MH/MIS/213871/2021","SKYI STAR TOWN","ENERRGIA SKYI PROPERTIES PVT LTD","Delisted","EC",NA
"1823","SIA/MH/MIS/185949/2020","SIA/MH/MIS/185949/2020","Environment Clearance for proposed Commercial Project on Plot bearing CTS no 906,906/1 to 29 of Village Pahadi, Goregaon. by M/s Rishabraj Estate Developers Pvt. LTD.","M/S RISHABRAJ ESTATE DEVELOPERS PVT. LTD.","EC Granted","EC",NA
"1824","SIA/MH/MIN/162564/2020","SIA/MH/MIN/162564/2020","Environmental Clearance for proposed river bed Sand mining having lease area 3ha (7.41 acre) of Shivni sand ghat on Potphodi River","DISTRICT MINING OFFICER, GADCHIROLI","EC Granted","EC",NA
"1825","SIA/MH/MIN/160747/2020","SIA/MH/MIN/160747/2020","Panchgaon 2 sand spot over an extent of 1.25 ha. at Sur River Bed Gut. 120, 131, 132, 133, 134, 135, 136 & 137,Panchgaon 2 Village, Mohadi Tehsil, Bhandara District,Maharashtra.","OFFICE OF THE COLLECTORATE, BHANDARA","EC Granted","EC",NA
"1826","SIA/MH/IND2/20177/2015","","Not Applicable as project was submitted manually","M/S. HALIDE CHEMICALS PVT. LTD.","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1827","SIA/MH/MIS/219551/2021","","Expansion of  residential construction project “Rohan Anand” at Somatane  by M/s. Rohan Builders & Developers  Pvt  Ltd.","M/S.ROHAN BUILDERS AND  DEVELOPERS PVT LTD","WithdrawEC","EC",NA
"1828","SIA/MH/MIS/219734/2021","SIA/MH/MIS/219734/2021","Dream Digit","SAINATH MOTOR BODY BUILDERS","EC Granted","EC",NA
"1829","SIA/MH/MIS/271678/2022","SIA/MH/MIS/271678/2022","Expansion of Prior Environmental Clearance for Proposed Residential & Commercial Project “Tanish Park” at S. No. 229/1/2, 229/1/1, 229/2,228( P) Charholi Budruk, Pune by M/s Tanish Associates","TANISH ASSOCIATES","EC Granted","EC",NA
"1830","SIA/MH/IND2/219434/2021","SIA/MH/IND2/219434/2021","Proposed new project for manufacturing of API at plot no. G-61 & G-62, MIDC Tarapur, Dist: Palghar by Aarti Drugs Ltd.","AARTI DRUGS LTD.","WithdrawEC","EC",NA
"1831","SIA/MH/MIN/32606/2015","SEIAA/2015/I/CR400/TC-3","STONE QUARRY SK JAVED SK GAFFAR KERRALA","RANGANATH","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1832","SIA/MH/MIN/172303/2020","SIA/MH/MIN/172303/2020","Mhasla Bk.River Bed Sand Mine","COLLECTOR OFFICE BULDANA","EC Granted","EC",NA
"1833","SIA/MH/NCP/47374/2019","SIA/MH/NCP/47374/2019","Environment Clearance for Expansion of the project Residential cum Commercial project “Mayfair Virar Garden” under Affordable Housing Category & eligible for Pradhan Mantri Niwas Yojana PMAY at Land b","M/S. MAYFAIR HOUSING","EC Granted","EC",NA
"1834","SIA/MH/MIS/59651/2016","SEIAA/2017/II/CR-154/TC-3","regency palms - residential cum commercial building","REGENCY INC","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1835","SIA/MH/MIS/212000/2021","SIA/MH/MIS/212000/2021","Residential and Commercial Development at Plot bearing CTS No.1A/1/B/6 [New C.T.S No.1A/1/B/6A(Part) & 1A/1/B/6B] of village Goregaon, Goregaon West, Mumbai","SILVER MOON CONSTRUCTION PVT. LTD.","WithdrawEC","EC",NA
"1836","SIA/MH/MIN/190456/2020","SIA/MH/MIN/190456/2020","Environmental Clearance for proposed river bed Sand mining having lease area 1.008 Ha of Deutwada-2 sand ghat on Wardha river.","DISTRICT MINING OFFICER,AMRAVATI","EC Granted","EC",NA
"1837","SIA/MH/MIN/46350/2019","SIA/MH/MIN/46350/2019","Masod Stone Quarry of Sh. Vijay Harichand Khandelwal, located in Kh No. 38, Village- Masod, Tehsil- Amravati, Dist - Amravati over an area of 1.42 Ha","MASOD STONE QUARRY OF SH. VIJAY HARICHAND KHANDELWAL, LOCATED IN KH NO. 38, VILLAGE- MASOD, TEHSIL- AMRAVATI, DIST - AMRAVATI OVER AN AREA OF 1.42 HA","WithdrawEC","EC",NA
"1838","SIA/MH/MIN/173044/2020","SIA/MH/MIN/173044/2020","Khiroda River Bed Sand Mine","COLLECTOR OFFICE BULDANA","Rejection Letter Granted","EC",NA
"1839","SIA/MH/MIN/30596/2015","SEIAA/2015/I/CR59/TC-3","Bahal Sand Ghat Auction","COLLECTOR JALGAON","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1840","SIA/MH/MIN/31843/2015","SEIAA/2015/I/CR280/TC-3","","COLLECTOR BHANDARA","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1841","SIA/MH/MIN/32745/2015","SEIAA/2015/I/CR442/TC-3","Koli bu sand ghat","COLLECTOR YAVATMAL DISTRICT","Disposed through earlier site ec-ecmpcb-in","EC",NA
"1842","SIA/MH/MIN/244923/2021","SIA/MH/MIN/244923/2021","Environmental Clearance for Basalt Stone Mining Project (Area 1.403 ha) at Gat No 253/1 of Village – Donadigar, Taluka - Chalisgaon, District Nashik, and State – Maharashtra by Shri Jugraj Bhimrao Patil, Shri Jitendra Bhojraj Punsi, Shri Vinod Ramesh","SHRI JITENDRA BHOJRAJ PUNSI","Delisted","EC",NA
"1843","SIA/MH/MIN/155407/2020","SIA/MH/MIN/155407/2020","MACHNOOR 3 SAND GHAT","DMO NANDED","EC Granted","EC",NA
"1844","SIA/MH/MIN/162781/2020","SIA/MH/MIN/162781/2020","Umarwada sand spot over an extent of 3.0 ha. at Wainganga River Bed Gut. 364, 365, 366, 369 & 370 Umarwada Village, Tumsar Tehsil, Bhandara District,Maharashtra.","OFFICE OF THE COLLECTORATE, BHANDARA","EC Granted","EC",NA
"1845","SIA/MH/MIS/238349/2021","SIA/MH/MIS/238349/2021","Proposed Expansion in SRA Scheme for Malad Shiv Shakti SRA CHS (prop.)- Raj Infinia on plot bearing CTS No. 307/66A of village Valnai, Link Road, Malad (E), Mumbai. By M/s. Rajsanket Realty Ltd.","ASK CORPORATION","EC Granted","EC",NA
